# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code4_model
# start_datetime = 2023-04-16 11:34:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /tmp/tmphq3csp0a/x9k19esu.json
# init = 2 (Default)
# random
#   seed = 68384
# output
#   file = /home/lab5/output/code4-20230416113455_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa.1,alfa.2,alfa.3,alfa.4,alfa.5,alfa.6,alfa.7,alfa.8,alfa.9,alfa.10,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,accidents_number.1,accidents_number.2,accidents_number.3,accidents_number.4,accidents_number.5,accidents_number.6,accidents_number.7,accidents_number.8,accidents_number.9,accidents_number.10
# Adaptation terminated
# Step size = 0.0031983
# Diagonal elements of inverse mass matrix:
# 1.08518e-05, 1.09967e-05, 1.09065e-05, 1.08914e-05, 1.08793e-05, 1.08545e-05, 1.08562e-05, 1.071e-05, 1.07518e-05, 1.09509e-05, 9.90113e-06
508.052,0.774938,0.0031983,8,511,0,-501.978,2.49918,2.49919,2.5012,2.50053,2.50037,2.49844,2.49954,2.50041,2.49982,2.50098,0.00011231,18.7845,19.7296,21.4514,22.5583,23.4143,23.9508,23.5609,24.5157,28.0677,27.0902,20,19,21,22,27,29,29,19,29,27
506.264,0.945007,0.0031983,8,255,0,-501.196,2.49975,2.50019,2.49895,2.50007,2.50086,2.50129,2.50164,2.49866,2.50105,2.50084,0.000117923,19.2073,20.2319,22.0155,23.2523,24.2028,24.8466,24.4021,25.3428,29.2995,28.1886,17,22,21,22,18,17,33,26,21,26
509.807,0.998421,0.0031983,8,255,0,-502.059,2.50048,2.49928,2.50031,2.49961,2.50039,2.49978,2.50024,2.49985,2.50121,2.50093,0.000106716,18.4068,19.2624,20.8378,21.857,22.6654,23.1871,22.8148,23.6638,26.9619,26.0328,13,17,23,21,17,22,18,22,25,23
508.82,0.857202,0.0031983,9,511,0,-505.731,2.50089,2.50133,2.49963,2.50039,2.50056,2.49898,2.50039,2.50098,2.49975,2.49964,0.000112399,18.8232,19.7795,21.4272,22.5662,23.4308,23.9768,23.5931,24.5434,28.0843,27.071,17,14,25,18,19,23,25,20,28,37
505.422,0.892973,0.0031983,8,255,0,-498.82,2.50073,2.50088,2.4996,2.50102,2.50153,2.49847,2.50139,2.50128,2.49992,2.4994,9.54587e-05,17.6279,18.3816,19.6775,20.578,21.2537,21.6364,21.3787,22.0943,24.7658,23.9944,18,28,23,17,20,26,27,26,35,28
508.447,0.975491,0.0031983,8,255,0,-501.062,2.49973,2.49923,2.49998,2.50017,2.49819,2.50024,2.49919,2.49945,2.49991,2.49979,0.0001208,19.4215,20.464,22.3592,23.6242,24.5453,25.255,24.7576,25.8209,29.8986,28.7406,18,15,17,39,31,24,18,33,40,36
507.5,0.99459,0.0031983,8,255,0,-503.286,2.49989,2.5006,2.49982,2.4999,2.49749,2.49966,2.49966,2.4994,2.49997,2.49902,0.000108598,18.5302,19.4446,21.0257,22.0901,22.8483,23.4491,23.0552,23.9319,27.308,26.3332,20,26,24,28,25,30,19,29,24,38
507.697,0.999467,0.0031983,9,511,0,-503.398,2.50022,2.49948,2.49988,2.50019,2.50251,2.50008,2.50046,2.50057,2.49988,2.50079,0.000108077,18.499,19.3794,20.9719,22.0334,22.8939,23.3854,23.003,23.8823,27.2,26.2822,21,16,19,29,22,29,29,27,25,22
505.463,0.99059,0.0031983,8,255,0,-502.97,2.50007,2.50015,2.50042,2.49873,2.49692,2.50035,2.49976,2.50062,2.49969,2.5005,0.000104571,18.2476,19.1022,20.6166,21.5826,22.307,22.9022,22.5184,23.368,26.4955,25.6281,15,22,26,18,25,28,27,34,21,37
507.463,0.857643,0.0031983,8,255,0,-501.1,2.50007,2.50095,2.50123,2.49995,2.50006,2.50012,2.49933,2.4999,2.49944,2.49861,0.000127736,19.9558,21.1199,23.1815,24.5343,25.6032,26.3312,25.7912,26.9721,31.4659,30.1575,23,25,20,20,16,22,32,20,40,31
508.702,0.997689,0.0031983,9,511,0,-505.402,2.49994,2.49904,2.49881,2.50008,2.49993,2.49986,2.50068,2.50009,2.50053,2.50138,9.86939e-05,17.8355,18.6048,19.9842,20.9266,21.6224,22.0935,21.7738,22.5167,25.3841,24.6012,12,15,22,20,21,16,22,23,17,18
506.826,0.999868,0.0031983,8,255,0,-504.905,2.49937,2.49961,2.49905,2.49961,2.49968,2.49852,2.50012,2.4998,2.50182,2.5015,0.000109875,18.6121,19.5323,21.1448,22.2387,23.0691,23.6035,23.2395,24.1323,27.6194,26.6392,11,13,20,16,22,22,24,17,33,29
