# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code2_model
# start_datetime = 2023-04-16 10:06:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/tmphq3csp0a/8walc1ce.json
# init = 2 (Default)
# random
#   seed = 44886
# output
#   file = /home/lab5/output/code2-20230416100655_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
# Adaptation terminated
# Step size = 0.00332191
# Diagonal elements of inverse mass matrix:
# 1.07474e-05, 9.90111e-06
502.462,0.740866,0.00332191,2,3,0,-501.925,1.90024,0.00022263,15.8039,17.4188,20.479,22.6571,24.4007,25.6198,24.7453,26.7268,34.9895,32.54,15,14,13,30,18,26,19,22,37,35
501.69,0.842836,0.00332191,2,3,0,-500.584,1.90026,0.000182799,13.5504,14.6773,16.7633,18.2139,19.357,20.1477,19.5813,20.8597,26.0237,24.5182,14,16,21,14,18,20,24,22,23,26
501.483,0.979191,0.00332191,7,195,0,-499.482,1.90138,0.000186984,13.7866,14.9604,17.1388,18.6573,19.8559,20.6859,20.0912,21.434,26.8759,25.2865,11,5,12,19,20,25,17,19,27,27
501.483,0.754906,0.00332191,1,1,0,-500.247,1.90138,0.000186984,13.7866,14.9604,17.1388,18.6573,19.8559,20.6859,20.0912,21.434,26.8759,25.2865,19,17,20,15,14,23,24,24,27,27
501.662,0.997519,0.00332191,3,15,0,-501.154,1.90135,0.000221993,15.7826,17.3905,20.4363,22.6033,24.3375,25.55,24.6803,26.6507,34.863,32.4291,17,14,23,24,30,28,27,18,46,30
501.442,0.99898,0.00332191,5,51,0,-500.809,1.90171,0.000219457,15.6345,17.2081,20.1847,22.2994,23.9901,25.1712,24.3241,26.243,34.2245,31.8615,16,15,23,21,29,20,21,30,37,31
502.402,0.999738,0.00332191,6,111,0,-500.163,1.901,0.000190743,13.983,15.1985,17.4592,19.0385,20.287,21.1524,20.5323,21.9331,27.6271,25.9615,20,18,19,24,22,18,29,23,25,25
502.578,1,0.00332191,2,3,0,-502.297,1.901,0.000192385,14.072,15.3062,17.6039,19.2107,20.4816,21.363,20.7314,22.1584,27.9663,26.2662,11,7,22,23,16,33,20,25,29,28
503.23,0.992809,0.00332191,7,207,0,-502.119,1.89995,0.000194297,14.1614,15.4164,17.7553,19.3927,20.6889,21.5882,20.9437,22.4001,28.3369,26.5976,17,16,11,23,27,22,18,22,33,26
503.426,0.994114,0.00332191,7,135,0,-502.777,1.90054,0.000211959,15.1702,16.6425,19.4152,21.3763,22.9396,24.0296,23.248,25.017,32.331,30.1724,16,19,19,18,19,19,19,21,41,32
503.175,0.9591,0.00332191,7,139,0,-502.746,1.89998,0.000217093,15.4655,17.0046,19.9117,21.9742,23.6216,24.7717,23.9469,25.8149,33.57,31.2763,12,13,29,15,29,27,18,28,29,23
502.641,0.857507,0.00332191,2,3,0,-501.736,1.89999,0.000188899,13.8698,15.0633,17.2807,18.8281,20.0505,20.8973,20.2905,21.661,27.2235,25.5976,13,15,18,20,20,21,23,21,22,24
497.643,0.623768,0.00332191,2,7,0,-496.982,1.89997,0.000242569,17.0647,18.973,22.632,25.2668,27.3924,28.8869,27.8142,30.2494,40.5682,37.4837,11,14,25,26,20,34,34,34,39,29
499.329,1,0.00332191,2,3,0,-496.987,1.89998,0.000237212,16.7154,18.5411,22.0308,24.5359,26.5526,27.9685,26.9524,29.2578,38.9849,36.0838,13,17,26,30,28,41,21,30,44,34
502.726,1,0.00332191,2,7,0,-500.09,1.89998,0.00018957,13.9056,15.1066,17.3389,18.8972,20.1286,20.9819,20.3705,21.7514,27.3593,25.7197,10,12,20,23,15,23,18,19,36,26
502.755,0.999535,0.00332191,2,7,0,-502.705,1.89997,0.000220747,15.6852,17.2737,20.2807,22.4185,24.1285,25.3236,24.4664,26.4084,34.4939,32.0989,26,14,17,22,28,28,22,22,21,26
