# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code2_model
# start_datetime = 2023-04-16 11:21:44 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /tmp/tmphq3csp0a/sikel5ni.json
# init = 2 (Default)
# random
#   seed = 28044
# output
#   file = /home/lab5/output/code2-20230416112144_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
# Adaptation terminated
# Step size = 0.00352048
# Diagonal elements of inverse mass matrix:
# 1.08253e-05, 9.90112e-06
501.623,1,0.00352048,6,127,0,-500.416,1.9,0.000227692,16.1122,17.7979,21.0018,23.289,25.1235,26.408,25.4865,27.5756,36.3225,33.724,23,18,27,25,26,26,26,30,26,32
501.686,0.999449,0.00352048,6,111,0,-500.093,1.89966,0.000227088,16.0691,17.7456,20.931,23.2041,25.0268,26.303,25.3875,27.4627,36.1474,33.568,12,14,19,30,11,25,25,30,32,37
503.534,1,0.00352048,1,3,0,-502.11,1.89966,0.000211395,15.1239,16.5877,19.3432,21.2917,22.8445,23.927,23.1508,24.9076,32.1676,30.0255,11,14,24,15,29,15,23,29,30,36
503.216,0.930698,0.00352048,7,187,0,-502.348,1.90039,0.000194833,14.197,15.4587,17.811,19.4582,20.7625,21.6676,21.019,22.4847,28.4624,26.7108,13,21,19,13,30,23,21,19,30,27
501.125,0.719278,0.00352048,2,3,0,-500.981,1.9004,0.000229702,16.2442,17.9595,21.2235,23.5564,25.4289,26.7408,25.7996,27.9337,36.8839,34.2228,14,20,16,21,19,21,26,36,40,33
503.661,0.924609,0.00352048,2,3,0,-500.616,1.90041,0.000205246,14.7801,16.167,18.7686,20.6016,22.0589,23.073,22.3459,23.9906,30.7536,28.7632,14,18,19,24,25,25,12,23,35,28
503.699,0.997794,0.00352048,6,103,0,-503.56,1.9003,0.000205448,14.7899,16.1792,18.7855,20.622,22.0822,23.0985,22.3699,24.018,30.7963,28.8012,12,20,17,15,25,19,23,22,32,31
