# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code4_model
# start_datetime = 2023-04-16 11:34:04 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/tmphq3csp0a/el_99cul.json
# init = 2 (Default)
# random
#   seed = 30980
# output
#   file = /home/lab5/output/code4-20230416113404_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa.1,alfa.2,alfa.3,alfa.4,alfa.5,alfa.6,alfa.7,alfa.8,alfa.9,alfa.10,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,accidents_number.1,accidents_number.2,accidents_number.3,accidents_number.4,accidents_number.5,accidents_number.6,accidents_number.7,accidents_number.8,accidents_number.9,accidents_number.10
# Adaptation terminated
# Step size = 7.30557e-29
# Diagonal elements of inverse mass matrix:
# 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 5.03753e-05
-1.41715e+48,1,7.30557e-29,3,7,0,1.41739e+48,-0.119025,-1.31589,-0.917587,-1.64427,-1.04649,-1.28981,-0.25294,-1.30235,-1.3482,-0.100775,0.0150943,1.86935e+25,4.13612e+27,3.59191e+32,1.64386e+35,4.55427e+37,9.73581e+38,2.60639e+38,1.69217e+40,1.38205e+48,3.50934e+46,0,0,0,0,0,0,0,0,0,0
-1.41334e+48,1,7.30557e-29,5,31,0,1.41715e+48,-0.119025,-1.31589,-0.917587,-1.64427,-1.04649,-1.28981,-0.25294,-1.30235,-1.3482,-0.100775,0.0150939,1.86673e+25,4.12969e+27,3.58538e+32,1.64061e+35,4.54469e+37,9.71457e+38,2.60085e+38,1.68836e+40,1.37834e+48,3.50033e+46,0,0,0,0,0,0,0,0,0,0
-1.41333e+48,1,7.30557e-29,1,1,0,1.41334e+48,-0.119025,-1.31589,-0.917587,-1.64427,-1.04649,-1.28981,-0.25294,-1.30235,-1.3482,-0.100775,0.0150939,1.86672e+25,4.12967e+27,3.58536e+32,1.64059e+35,4.54466e+37,9.71449e+38,2.60083e+38,1.68835e+40,1.37833e+48,3.50029e+46,0,0,0,0,0,0,0,0,0,0
-1.41331e+48,1,7.30557e-29,1,1,0,1.41333e+48,-0.119025,-1.31589,-0.917587,-1.64427,-1.04649,-1.28981,-0.25294,-1.30235,-1.3482,-0.100775,0.0150939,1.86671e+25,4.12964e+27,3.58533e+32,1.64058e+35,4.54462e+37,9.71441e+38,2.60081e+38,1.68833e+40,1.37831e+48,3.50026e+46,0,0,0,0,0,0,0,0,0,0
-1.41325e+48,1,7.30557e-29,2,3,0,1.41331e+48,-0.119025,-1.31589,-0.917587,-1.64427,-1.04649,-1.28981,-0.25294,-1.30235,-1.3482,-0.100775,0.0150939,1.86667e+25,4.12954e+27,3.58523e+32,1.64053e+35,4.54447e+37,9.71408e+38,2.60073e+38,1.68827e+40,1.37825e+48,3.50012e+46,0,0,0,0,0,0,0,0,0,0
-1.41302e+48,1,7.30557e-29,3,7,0,1.41325e+48,-0.119025,-1.31589,-0.917587,-1.64427,-1.04649,-1.28981,-0.25294,-1.30235,-1.3482,-0.100775,0.0150939,1.86651e+25,4.12914e+27,3.58482e+32,1.64033e+35,4.54387e+37,9.71275e+38,2.60038e+38,1.68804e+40,1.37802e+48,3.49955e+46,0,0,0,0,0,0,0,0,0,0
