# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code2_model
# start_datetime = 2023-04-16 11:26:58 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/tmphq3csp0a/lftp9qwk.json
# init = 2 (Default)
# random
#   seed = 52033
# output
#   file = /home/lab5/output/code2-20230416112658_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,accidents_number.1,accidents_number.2,accidents_number.3,accidents_number.4,accidents_number.5,accidents_number.6,accidents_number.7,accidents_number.8,accidents_number.9,accidents_number.10
# Adaptation terminated
# Step size = 0.00337588
# Diagonal elements of inverse mass matrix:
# 1.10459e-05, 9.90111e-06
503.516,0.990182,0.00337588,7,147,0,-502.88,1.89935,0.000204855,14.7421,16.1227,18.7118,20.5356,21.9854,22.9941,22.2709,23.9068,30.6317,28.6529,16,10,16,16,27,25,10,30,28,34
503.502,0.996177,0.00337588,2,3,0,-503.485,1.89935,0.00020765,14.9021,16.3176,18.9766,20.8527,22.3456,23.3852,22.6398,24.3263,31.2748,29.2278,15,15,15,19,22,19,27,15,23,23
503.131,0.91181,0.00337588,2,3,0,-502.88,1.89934,0.000215165,15.3409,16.8534,19.7071,21.7293,23.3433,24.4696,23.6619,25.4907,33.0712,30.831,13,12,18,22,25,28,23,26,36,34
501.958,0.865822,0.00337588,2,7,0,-501.94,1.89935,0.00018577,13.6942,14.8523,16.9999,18.4959,19.6762,20.4932,19.9078,21.2295,26.5803,25.0184,14,15,12,15,21,19,17,18,17,27
501.836,0.956616,0.00337588,7,171,0,-499.748,1.901,0.000186429,13.7519,14.9192,17.0846,18.5936,19.7845,20.609,20.0182,21.3521,26.7552,25.1775,21,14,17,20,23,19,13,19,25,24
503.078,0.987441,0.00337588,2,3,0,-501.968,1.90101,0.000198876,14.4294,15.7395,18.1879,19.9065,21.2695,22.2163,21.5377,23.0719,29.3489,27.5065,20,17,18,16,23,28,21,17,32,18
503.209,0.989178,0.00337588,2,3,0,-502.965,1.901,0.000202073,14.6086,15.9573,18.4825,20.2583,21.6684,22.6489,21.9461,23.5354,30.0545,28.1385,17,22,14,23,37,25,21,20,29,27
503.202,0.723151,0.00337588,2,3,0,-500.86,1.901,0.000201685,14.5866,15.9306,18.4464,20.2152,21.6194,22.5958,21.8959,23.4784,29.9677,28.0607,14,15,21,13,30,19,21,20,23,36
502.023,0.808393,0.00337588,2,3,0,-501.699,1.901,0.000187759,13.8228,15.0047,17.1993,18.7297,19.9381,20.775,20.1754,21.5296,27.021,25.4167,15,13,21,20,20,17,19,29,27,28
503.249,1,0.00337588,2,3,0,-502.171,1.90101,0.000205883,14.8253,16.221,18.84,20.6859,22.1539,23.1756,22.4431,24.1001,30.918,28.9109,17,10,19,19,21,30,24,21,39,29
503.005,0.962331,0.00337588,2,3,0,-502.937,1.901,0.000213047,15.2412,16.7283,19.5307,21.5142,23.0959,24.1991,23.408,25.1987,32.6087,30.4208,16,30,18,25,24,26,24,23,28,26
502.683,0.99353,0.00337588,6,95,0,-501.885,1.9012,0.000214549,15.3329,16.84,19.6826,21.6963,23.3031,24.4242,23.6202,25.4404,32.9813,30.7533,13,13,17,30,26,24,17,30,32,25
502.264,0.901187,0.00337588,1,1,0,-502.242,1.9012,0.000218875,15.5913,17.1562,20.1153,22.2169,23.8966,25.07,24.2284,26.1345,34.059,31.7135,12,15,18,20,24,29,27,22,22,38
500.773,0.893308,0.00337588,2,3,0,-500.62,1.90119,0.000228294,16.169,17.8653,21.0906,23.3938,25.2416,26.5357,25.6073,27.712,36.5289,33.909,17,22,26,29,30,34,27,36,32,33
503.037,0.976486,0.00337588,2,3,0,-500.443,1.9012,0.000205459,14.8039,16.1946,18.8035,20.6419,22.1036,23.1209,22.3915,24.0413,30.8266,28.8295,19,17,20,28,27,21,25,17,44,28
502.262,0.904045,0.00337588,3,15,0,-502.018,1.90124,0.000191776,14.0422,15.2698,17.5542,19.1511,20.414,21.2897,20.6622,22.0797,27.8465,26.1589,15,13,11,22,29,26,24,23,21,32
501.88,0.962976,0.00337588,3,11,0,-501.408,1.90128,0.000189007,13.8935,15.0897,17.3124,18.8636,20.089,20.938,20.3296,21.7036,27.2806,25.6504,13,21,22,16,17,19,19,26,35,32
502.605,1,0.00337588,2,3,0,-501.905,1.90127,0.000214402,15.3254,16.8307,19.6696,21.6805,23.285,24.4044,23.6016,25.419,32.9478,30.7236,13,20,35,13,14,25,25,23,36,31
503.092,0.83629,0.00337588,7,155,0,-500.533,1.9001,0.000217855,15.513,17.0625,19.9906,22.0689,23.7294,24.889,24.0573,25.9408,33.7649,31.4501,11,18,28,20,20,24,34,22,24,23
502.135,0.903008,0.00337588,2,3,0,-501.964,1.90009,0.000185359,13.6827,14.8372,16.9776,18.4681,19.644,20.4578,19.8747,21.1911,26.5191,24.9641,18,15,15,18,21,22,26,20,27,23
501.208,0.829234,0.00337588,1,1,0,-500.988,1.9001,0.000180053,13.4052,14.5026,16.5308,17.9389,19.0473,19.8134,19.2646,20.503,25.4938,24.0404,15,11,10,19,15,23,26,19,28,20
502.042,1,0.00337588,1,1,0,-501.19,1.9001,0.000184768,13.6516,14.7996,16.9273,18.4085,19.5767,20.3851,19.8059,21.1135,26.4031,24.8597,12,17,17,15,17,14,16,17,25,25
503.008,1,0.00337588,2,3,0,-502.23,1.9001,0.000192016,14.0392,15.2681,17.5554,19.1545,20.4193,21.2963,20.6678,22.0876,27.8645,26.1737,12,14,13,13,20,21,14,21,27,24
503.498,1,0.00337588,2,3,0,-503.029,1.90009,0.00019783,14.358,15.6545,18.0759,19.7745,21.1211,22.0563,21.386,22.9011,29.0948,27.2776,19,19,29,25,25,28,30,17,33,30
501.67,0.794001,0.00337588,7,183,0,-498.792,1.89911,0.000225365,15.9538,17.605,20.7391,22.9734,24.7638,26.0167,25.118,27.1549,35.6679,33.1413,20,21,16,22,21,22,24,21,26,28
501.189,0.932181,0.00337588,3,15,0,-500.269,1.89908,0.000182447,13.516,14.6377,16.7139,18.1573,19.2946,20.0812,19.5177,20.7895,25.925,24.428,8,21,11,14,15,18,32,27,23,24
501.347,1,0.00337588,1,1,0,-500.851,1.89908,0.000183348,13.5632,14.6946,16.7899,18.2473,19.3961,20.1907,19.6214,20.9065,26.0994,24.5851,10,14,14,13,19,29,17,16,29,20
503.19,0.865561,0.00337588,2,7,0,-499.999,1.89909,0.000211091,15.0976,16.5566,19.3027,21.2441,22.7912,23.8695,23.0963,24.8463,32.0767,29.9436,19,18,20,24,31,29,25,19,38,30
503.465,0.90191,0.00337588,6,67,0,-502.161,1.89938,0.000201419,14.5482,15.8867,18.392,20.1532,21.5512,22.5232,21.8265,23.4018,29.8604,27.9626,20,15,20,21,26,18,14,32,31,32
503.494,0.983302,0.00337588,4,19,0,-503.289,1.89938,0.000208921,14.976,16.4076,19.0989,20.9992,22.5121,23.566,22.8104,24.5203,31.5728,29.494,6,16,16,17,27,26,26,29,29,37
503.254,0.991347,0.00337588,7,247,0,-501.804,1.89904,0.000204688,14.7279,16.106,18.6902,20.5103,21.9571,22.9637,22.242,23.8744,30.584,28.6098,11,11,22,13,30,16,34,22,24,23
502.86,0.984589,0.00337588,8,263,0,-502.014,1.90134,0.000203829,14.7129,16.0836,18.6526,20.4611,21.8981,22.8977,22.1811,23.8019,30.4595,28.5013,16,24,20,21,22,18,25,28,29,26
