# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code4_model
# start_datetime = 2023-04-16 10:50:20 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /tmp/tmphq3csp0a/cy5gjyf_.json
# init = 2 (Default)
# random
#   seed = 59305
# output
#   file = /home/lab5/output/code4-20230416105019_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa.1,alfa.2,alfa.3,alfa.4,alfa.5,alfa.6,alfa.7,alfa.8,alfa.9,alfa.10,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
508.575,0.876533,0.00075661,4,15,0,-505.479,2.50019,2.49933,2.50037,2.50052,2.49956,2.50023,2.49992,2.49895,2.50146,2.49913,9.74966e-05,17.7577,18.5148,19.8953,20.7989,21.4647,21.9426,21.6047,22.3241,25.1825,24.338,13,14,20,21,23,16,22,16,30,27
506.848,0.943146,0.00075661,3,7,0,-505.529,2.50003,2.49903,2.50002,2.50002,2.501,2.4999,2.49993,2.50123,2.50149,2.49892,9.02228e-05,17.2629,17.9392,19.1744,19.9761,20.6055,20.9934,20.7007,21.385,23.8578,23.1071,9,21,17,18,21,19,22,17,30,31
507.393,0.974435,0.00075661,4,15,0,-504.432,2.49938,2.50044,2.49997,2.49995,2.49986,2.49868,2.50051,2.50078,2.49859,2.50109,0.000123991,19.6554,20.7719,22.7207,24.0358,25.0467,25.7059,25.2596,26.374,30.5762,29.4384,14,23,29,20,18,12,38,23,33,38
506.715,0.802589,0.00075661,3,7,0,-498.444,2.50075,2.50014,2.49922,2.49882,2.50085,2.50117,2.49831,2.49887,2.49923,2.50058,0.00010542,18.3199,19.1718,20.68,21.6851,22.5055,23.0386,22.5982,23.4506,26.6507,25.7853,23,18,24,27,27,26,18,28,24,25
501.577,0.755963,0.00075661,3,7,0,-497.52,2.5006,2.50017,2.50166,2.50052,2.49882,2.49949,2.50212,2.50255,2.50198,2.49963,0.000107284,18.4496,19.3268,20.9257,21.945,22.7046,23.2599,22.9341,23.8118,27.0969,26.1043,16,21,26,17,20,17,22,25,20,25
503.593,1,0.00075661,3,7,0,-498.02,2.49959,2.50113,2.5015,2.49947,2.50167,2.50048,2.49893,2.49746,2.49999,2.50076,9.776e-05,17.765,18.5691,19.9442,20.8071,21.5429,21.9829,21.6167,22.3274,25.1948,24.4233,17,14,19,19,19,18,21,23,29,23
501.874,0.798846,0.00075661,3,7,0,-491.554,2.50102,2.50239,2.49979,2.49952,2.49927,2.4993,2.50164,2.50191,2.49916,2.50152,0.000123987,19.6874,20.8121,22.716,24.0248,25.0312,25.721,25.2874,26.4029,30.5924,29.45,20,21,24,24,29,31,33,26,35,30
506.721,1,0.00075661,3,7,0,-499.292,2.50125,2.49804,2.50021,2.49963,2.5011,2.49996,2.49976,2.49944,2.50106,2.49939,9.66265e-05,17.7168,18.4218,19.8053,20.6814,21.3891,21.8217,21.491,22.2145,25.0104,24.1941,14,29,24,27,23,26,32,20,22,29
507.92,0.724503,0.00075661,3,15,0,-497.477,2.49958,2.50095,2.50033,2.49999,2.50199,2.50058,2.49949,2.50057,2.49903,2.50062,0.000105795,18.325,19.2184,20.7421,21.7551,22.5803,23.0772,22.6747,23.5455,26.7198,25.855,18,24,22,21,24,19,15,27,29,23
507.452,0.841525,0.00075661,3,7,0,-502.141,2.49985,2.49902,2.49935,2.50003,2.49837,2.50034,2.50058,2.50172,2.49935,2.50058,0.000105484,18.308,19.1557,20.6893,21.719,22.4582,23.0284,22.6579,23.5271,26.6668,25.7971,15,13,20,25,21,19,17,16,30,26
508.799,0.961538,0.00075661,3,15,0,-502.683,2.5,2.49975,2.49983,2.50038,2.49979,2.50042,2.50089,2.49886,2.50107,2.49869,0.000102621,18.1094,18.9352,20.4036,21.3884,22.1188,22.6358,22.2869,23.0456,26.15,25.2297,24,15,22,21,20,25,24,27,24,20
509.1,0.988476,0.00075661,3,15,0,-506.528,2.49977,2.49926,2.49995,2.50005,2.49995,2.49961,2.49934,2.50113,2.4998,2.49963,9.12257e-05,17.3255,18.0208,19.2699,20.0868,20.7041,21.1147,20.8108,21.5166,23.9959,23.2888,13,20,23,23,17,14,17,24,29,20
500.397,0.657148,0.00075661,3,7,0,-496.384,2.49971,2.50047,2.50174,2.49923,2.50003,2.50156,2.49917,2.50178,2.49885,2.50249,0.000131512,20.2417,21.4553,23.6379,25.0293,26.1708,26.9766,26.3657,27.6652,32.3425,31.0981,22,20,27,24,37,34,22,29,35,27
503.724,1,0.00075661,4,15,0,-496.312,2.50029,2.50046,2.49867,2.50042,2.50009,2.49877,2.50019,2.49914,2.50111,2.49725,9.08952e-05,17.3123,18.0168,19.2133,20.0578,20.6673,21.055,20.7881,21.4299,23.9684,23.1789,16,13,18,23,23,19,10,23,28,27
504.604,0.917016,0.00075661,3,7,0,-497.667,2.50014,2.49885,2.49797,2.50017,2.5011,2.50143,2.50147,2.50084,2.50071,2.49889,9.95207e-05,17.8963,18.6677,20.0506,21.0235,21.7522,22.2388,21.8972,22.6499,25.5452,24.6848,20,15,20,26,20,16,8,23,25,28
504.039,0.973142,0.00075661,4,15,0,-502.335,2.50014,2.50091,2.50212,2.50018,2.49986,2.50208,2.49852,2.5008,2.49909,2.50102,0.000118078,19.2263,20.2598,22.1027,23.2746,24.2003,24.8893,24.3484,25.4216,29.2758,28.2248,19,21,16,28,26,21,27,31,20,34
505.557,1,0.00075661,4,15,0,-500.482,2.49986,2.50122,2.49789,2.50022,2.50043,2.49873,2.50071,2.50143,2.5009,2.4992,0.000102324,18.0861,18.9387,20.3335,21.35,22.0948,22.557,22.2439,23.0622,26.0879,25.1892,20,19,17,15,23,21,24,15,30,25
507.831,0.97357,0.00075661,3,7,0,-502.281,2.50036,2.49988,2.49904,2.49988,2.50098,2.50027,2.50099,2.49855,2.50027,2.50003,9.15139e-05,17.3549,18.0545,19.2802,20.115,20.7604,21.1655,20.8806,21.4998,24.0586,23.3459,14,20,22,20,28,16,28,25,28,20
509.067,0.955481,0.00075661,4,15,0,-504.165,2.49919,2.5005,2.50029,2.49923,2.50058,2.50005,2.50071,2.50133,2.50088,2.49969,0.000110766,18.6731,19.6248,21.2659,22.3391,23.2097,23.767,23.3753,24.3035,27.7768,26.7599,19,21,24,16,22,22,25,21,33,23
506.038,0.932021,0.00075661,3,7,0,-504.329,2.50111,2.49941,2.50144,2.50055,2.49841,2.4997,2.50122,2.49869,2.50069,2.50094,0.000104694,18.2752,19.0982,20.6505,21.6364,22.3563,22.9043,22.5675,23.3409,26.5461,25.6617,22,26,18,22,23,28,16,17,23,26
507.539,0.992493,0.00075661,4,15,0,-501.407,2.49938,2.49906,2.50037,2.49955,2.50131,2.49959,2.50115,2.50108,2.5003,2.50142,0.000106102,18.343,19.2074,20.7748,21.7823,22.6054,23.097,22.7533,23.6024,26.8149,25.9323,16,18,14,12,23,15,28,28,22,24
508.59,0.901954,0.00075661,3,15,0,-502.021,2.50046,2.50122,2.5011,2.49989,2.50152,2.50046,2.49986,2.5,2.49943,2.49962,0.000103773,18.1984,19.0572,20.5482,21.5133,22.3061,22.7946,22.4151,23.2377,26.3317,25.4607,27,29,25,30,27,21,26,15,17,26
509.394,0.731151,0.00075661,2,7,0,-500.951,2.49957,2.50074,2.50059,2.50136,2.50007,2.50025,2.49966,2.50093,2.49966,2.49936,0.000109369,18.5796,19.5119,21.1236,22.216,23.0103,23.5724,23.1598,24.0835,27.4566,26.4867,15,20,25,18,25,27,18,36,25,29
504.246,0.725573,0.00075661,3,11,0,-496.384,2.50087,2.50112,2.49939,2.50151,2.49981,2.49886,2.50034,2.50123,2.50076,2.49868,8.37396e-05,16.8501,17.4826,18.5478,19.3073,19.8196,20.1673,19.935,20.5393,22.7189,22.0611,14,17,19,17,20,12,17,35,21,24
504.164,0.962386,0.00075661,4,15,0,-496.814,2.49873,2.50253,2.50059,2.49921,2.50101,2.50106,2.50014,2.49876,2.49864,2.49979,0.000101336,17.9967,18.8831,20.2875,21.2133,21.9809,22.4754,22.1024,22.8596,25.8386,25.0278,12,22,25,16,19,20,23,26,25,27
504.663,0.671641,0.00075661,3,7,0,-495.689,2.50025,2.49766,2.49951,2.49985,2.49858,2.49832,2.49968,2.5012,2.49952,2.50117,0.000111797,18.7674,19.6561,21.3598,22.4796,23.3026,23.8739,23.4931,24.457,27.9524,26.9966,26,14,22,23,24,16,22,18,26,39
505.836,0.904745,0.00075661,3,15,0,-499.309,2.50044,2.50162,2.50027,2.50088,2.49965,2.50186,2.49979,2.49879,2.4988,2.50089,0.00011726,19.1714,20.2031,21.9713,23.1867,24.0805,24.7614,24.2623,25.2417,29.0899,28.0574,20,27,25,32,25,20,31,23,27,25
506.383,0.98317,0.00075661,3,15,0,-502.165,2.50097,2.49909,2.50096,2.49996,2.5002,2.49848,2.49988,2.50019,2.49979,2.49859,8.78698e-05,17.1228,17.7596,18.9666,19.7188,20.3092,20.6683,20.4153,21.0521,23.4045,22.7162,23,15,14,20,16,20,17,15,21,25
505.021,0.86207,0.00075661,3,7,0,-502.971,2.49909,2.49936,2.50112,2.50013,2.49973,2.50251,2.50023,2.50054,2.50016,2.49893,8.96959e-05,17.2116,17.9045,19.1447,19.9206,20.5163,20.9816,20.643,21.3002,23.7331,23.0209,20,15,25,21,22,18,17,24,22,22
506.307,0.983483,0.00075661,4,15,0,-501.863,2.49897,2.50068,2.4994,2.50124,2.50063,2.50152,2.49951,2.501,2.49978,2.4996,0.000127025,19.8791,21.0497,23.0566,24.4704,25.5121,26.2553,25.6883,26.8826,31.3107,30.0353,18,17,20,22,27,31,27,34,35,25
504.359,0.857275,0.00075661,3,7,0,-498.235,2.50148,2.49958,2.4988,2.49896,2.50144,2.49923,2.49947,2.50078,2.49837,2.49871,0.000122876,19.6122,20.6549,22.5673,23.8657,24.9243,25.5475,25.0685,26.1915,30.3169,29.1366,29,23,22,35,21,41,24,21,29,28
502.937,0.87061,0.00075661,3,7,0,-497.551,2.49845,2.50213,2.49937,2.50175,2.49916,2.50036,2.50107,2.49919,2.49819,2.49893,0.000109306,18.5543,19.5339,21.0911,22.2171,22.981,23.5659,23.184,24.0323,27.4033,26.4637,19,24,22,26,18,21,23,22,36,30
506.968,0.93818,0.00075661,3,7,0,-499.195,2.50105,2.49926,2.49902,2.49874,2.50098,2.50046,2.50135,2.5003,2.4989,2.4995,0.000116426,19.1214,20.0834,21.8519,23.0317,23.9958,24.6026,24.1815,25.149,28.913,27.8529,26,16,17,28,24,16,31,29,28,20
507.004,0.903116,0.00075661,3,15,0,-500.978,2.49828,2.50025,2.5001,2.501,2.50085,2.49992,2.50075,2.49969,2.50069,2.50011,8.80336e-05,17.0875,17.7928,18.966,19.7571,20.3418,20.7184,20.4529,21.0631,23.454,22.7772,25,13,18,21,25,23,17,22,23,16
506.037,0.839293,0.00075661,3,11,0,-500.403,2.50237,2.50074,2.49946,2.49888,2.50024,2.50013,2.49884,2.49973,2.5006,2.50099,0.000116912,19.1826,20.1552,21.9151,23.0965,24.0461,24.667,24.1899,25.2109,29.0671,27.9911,20,17,28,20,23,25,25,23,26,26
505.674,0.977519,0.00075661,4,15,0,-501.904,2.49867,2.49952,2.49953,2.50125,2.49992,2.49985,2.50158,2.50023,2.50152,2.50179,0.000107172,18.406,19.3048,20.8693,21.9475,22.7148,23.2526,22.9066,23.7398,27.0618,26.1399,19,17,14,24,36,22,27,22,23,22
508.044,0.885732,0.00075661,3,7,0,-499.291,2.50024,2.49925,2.49895,2.49837,2.49924,2.50068,2.49933,2.4993,2.5007,2.5,0.000103257,18.1582,18.9775,20.4508,21.4199,22.1886,22.7287,22.3355,23.147,26.2644,25.3773,8,20,18,34,25,29,22,25,35,24
503.832,0.693306,0.00075661,4,15,0,-497.924,2.50268,2.50097,2.5014,2.49951,2.50024,2.5,2.5008,2.49929,2.49802,2.50002,0.000114097,18.9809,19.9172,21.6492,22.7571,23.6556,24.2482,23.8395,24.7622,28.3918,27.4101,24,20,25,24,21,24,18,19,37,29
504.905,0.983965,0.00075661,3,7,0,-499.887,2.49795,2.49983,2.50095,2.50025,2.50064,2.50022,2.49804,2.50067,2.49836,2.49995,0.00011825,19.1969,20.2531,22.096,23.2983,24.2435,24.869,24.3612,25.4454,29.292,28.2291,19,17,28,26,23,19,20,20,27,25
505.575,0.90143,0.00075661,4,31,0,-500.075,2.49874,2.50065,2.49857,2.49827,2.49918,2.5006,2.50153,2.50005,2.49958,2.49886,0.000113225,18.8427,19.8363,21.4936,22.6205,23.5109,24.1354,23.735,24.6467,28.2525,27.2091,20,23,31,21,22,24,22,26,25,27
503.049,0.942967,0.00075661,4,15,0,-495.331,2.50003,2.49943,2.50222,2.49967,2.50139,2.49894,2.50129,2.49914,2.49899,2.4978,0.00010033,17.9503,18.7436,20.2182,21.1064,21.8611,22.292,21.9974,22.7257,25.6551,24.8,17,17,27,21,17,29,13,21,26,26
503.348,0.99735,0.00075661,3,7,0,-499.067,2.50011,2.49967,2.50155,2.50024,2.49819,2.50072,2.50115,2.50111,2.49794,2.49814,0.000109338,18.5873,19.4884,21.1406,22.1873,22.963,23.579,23.1901,24.0833,27.4028,26.4485,15,18,24,14,20,14,26,23,33,39
507.73,0.98345,0.00075661,3,7,0,-500.77,2.4996,2.50047,2.50027,2.49848,2.50138,2.49992,2.49889,2.49909,2.5007,2.50005,0.000116383,19.0904,20.104,21.8746,23.0204,23.9994,24.583,24.1159,25.1119,28.956,27.8598,15,21,18,26,19,17,26,31,25,24
504.033,0.966002,0.00075661,3,7,0,-500.297,2.50044,2.49894,2.49899,2.50183,2.49947,2.50053,2.49935,2.50062,2.50012,2.50245,0.000123881,19.668,20.7309,22.6859,24.0664,25.0209,25.7364,25.2139,26.3515,30.5977,29.4552,15,22,21,19,29,33,25,15,27,31
505.904,0.875757,0.00075661,4,15,0,-497.235,2.49897,2.50192,2.49982,2.49841,2.50054,2.49993,2.50069,2.50049,2.49945,2.50066,0.000124907,19.7171,20.8849,22.822,24.1197,25.1976,25.8807,25.4005,26.5171,30.8113,29.6176,16,22,24,21,35,22,25,29,41,32
508.234,0.994836,0.00075661,4,15,0,-502.78,2.49975,2.50025,2.50029,2.50174,2.50062,2.50001,2.49868,2.50042,2.50076,2.49962,0.000100268,17.9409,18.7539,20.1728,21.1431,21.8364,22.3076,21.9322,22.7459,25.6887,24.8344,19,14,18,16,13,29,32,21,28,28
509.308,0.998205,0.00075661,4,15,0,-507.007,2.49995,2.50053,2.49993,2.50102,2.49989,2.49997,2.49879,2.50047,2.50083,2.50081,0.000102921,18.1293,18.9744,20.4363,21.4373,22.1596,22.6665,22.2792,23.1258,26.2023,25.3371,19,14,25,15,22,20,17,29,23,30
509.621,0.900046,0.00075661,3,7,0,-506.564,2.50027,2.49983,2.50084,2.49964,2.50016,2.49993,2.49947,2.49955,2.50063,2.50136,0.000114412,18.9583,19.9216,21.6713,22.7994,23.6971,24.2929,23.8521,24.8172,28.5329,27.5084,20,26,19,28,28,29,27,24,33,31
503.248,0.625403,0.00075661,3,15,0,-497.539,2.50008,2.49822,2.49784,2.50038,2.50065,2.5009,2.50043,2.50043,2.50211,2.4988,0.000120044,19.3716,20.3769,22.2269,23.5314,24.4977,25.1567,24.6783,25.7249,29.7966,28.5582,14,17,24,27,19,22,30,24,21,29
507.666,0.893097,0.00075661,3,7,0,-497.031,2.50142,2.50034,2.49941,2.49956,2.50069,2.49925,2.49913,2.49933,2.50135,2.49948,0.000118448,19.2785,20.2806,22.084,23.3075,24.2725,24.8745,24.4162,25.4428,29.4231,28.2557,14,27,21,22,31,26,31,27,24,27
507.955,0.889843,0.00075661,3,7,0,-503.405,2.49901,2.50009,2.50033,2.50065,2.50062,2.50123,2.50022,2.5007,2.50113,2.49917,0.000121093,19.4295,20.5074,22.4001,23.6737,24.647,25.3247,24.8258,25.9006,30.0007,28.7829,16,23,9,28,26,32,20,27,39,25
506.008,0.860734,0.00075661,3,15,0,-502.63,2.49904,2.49994,2.50085,2.49899,2.49848,2.49864,2.5003,2.50104,2.50141,2.49989,0.000120224,19.365,20.4279,22.3141,23.5219,24.4704,25.1272,24.7014,25.7695,29.8157,28.6261,18,22,19,23,22,21,28,31,21,22
503.817,0.864731,0.00075661,4,15,0,-499.269,2.50109,2.50018,2.49946,2.49795,2.50196,2.49852,2.4996,2.50099,2.49882,2.49965,9.62286e-05,17.6868,18.4298,19.751,20.6017,21.3581,21.7382,21.4373,22.194,24.8805,24.1322,12,18,32,20,13,23,25,22,20,31
504.076,1,0.00075661,3,7,0,-501.014,2.49939,2.50012,2.4996,2.50196,2.49884,2.50152,2.5009,2.49904,2.49845,2.4994,9.03723e-05,17.2619,17.9704,19.1807,20.0312,20.5788,21.0466,20.7391,21.358,23.812,23.1425,17,16,16,25,17,19,24,19,31,31
501.528,0.871658,0.00075661,4,15,0,-498.237,2.4996,2.49984,2.50114,2.50213,2.50114,2.50236,2.50006,2.49865,2.49985,2.50101,0.000130965,20.1968,21.3914,23.5589,25.0269,26.1166,26.9093,26.3046,27.4853,32.2435,30.9317,14,13,30,31,22,29,22,27,35,35
501.355,0.989378,0.00075661,3,7,0,-497.23,2.50139,2.50067,2.50168,2.49791,2.4988,2.49785,2.49979,2.50135,2.50012,2.50128,0.000121165,19.4812,20.5257,22.4385,23.6181,24.6124,25.2504,24.8256,25.9288,29.9862,28.8584,16,13,20,25,25,21,21,26,24,37
501.156,0.989699,0.00075661,4,15,0,-496.401,2.4988,2.5008,2.50237,2.50129,2.5002,2.50206,2.49951,2.49767,2.50093,2.50086,0.000105333,18.2781,19.1774,20.7361,21.7284,22.4795,23.0471,22.6136,23.4099,26.6789,25.7766,14,16,16,20,27,21,27,15,24,28
504.438,0.927972,0.00075661,3,7,0,-491.53,2.49864,2.49819,2.50071,2.5013,2.49906,2.4987,2.49991,2.50051,2.50024,2.50008,8.56799e-05,16.939,17.5774,18.7543,19.5097,20.0293,20.4015,20.155,20.7739,23.037,22.3987,14,17,30,18,18,24,16,19,28,35
504.462,0.814983,0.00075661,3,7,0,-496.23,2.49959,2.49802,2.50125,2.49948,2.49837,2.50035,2.49919,2.49917,2.49999,2.50017,8.5543e-05,16.9462,17.564,18.7515,19.4595,19.9996,20.4184,20.1243,20.7284,23.0077,22.379,20,24,22,15,17,19,24,19,25,13
504.14,0.952967,0.00075661,3,7,0,-500.045,2.4998,2.50119,2.49909,2.50121,2.50151,2.50045,2.49948,2.50143,2.49847,2.49893,0.000126823,19.88,21.0422,23.0261,24.4425,25.5047,26.1952,25.657,26.8602,31.2226,29.9719,15,22,19,26,25,21,29,20,30,37
504.53,0.717648,0.00075661,4,15,0,-494.394,2.49909,2.50039,2.50018,2.50082,2.50019,2.50119,2.50103,2.49763,2.49928,2.50176,0.000118063,19.205,20.248,22.0581,23.2877,24.206,24.8649,24.4074,25.3386,29.2781,28.2425,24,16,24,30,26,22,20,21,27,21
509.818,0.955375,0.00075661,4,15,0,-499.429,2.4997,2.50046,2.50069,2.49928,2.50011,2.49973,2.50025,2.49968,2.49896,2.4994,9.95113e-05,17.8877,18.697,20.1043,21.0037,21.7295,22.1998,21.8691,22.6225,25.4986,24.6956,17,19,17,16,19,22,30,26,28,23
505.283,0.730794,0.00075661,3,7,0,-501.908,2.50014,2.49974,2.49836,2.50101,2.50164,2.50076,2.49957,2.50029,2.4983,2.49946,9.1993e-05,17.3833,18.089,19.3135,20.1908,20.8319,21.2371,20.9097,21.6014,24.0969,23.4122,16,16,14,28,18,11,21,28,46,24
501.881,0.666493,0.00075661,4,15,0,-496.898,2.50074,2.50016,2.50163,2.50283,2.50095,2.49844,2.4999,2.49962,2.50178,2.50043,0.00012129,19.478,20.5263,22.4515,23.7508,24.6835,25.2843,24.8467,25.9044,30.0642,28.8594,14,20,20,35,30,26,21,21,34,47
502.6,0.973159,0.00075661,4,31,0,-497.592,2.50076,2.49989,2.49978,2.50297,2.49913,2.49833,2.50012,2.50009,2.49866,2.50068,8.95802e-05,17.2328,17.905,19.1079,19.9645,20.4902,20.8795,20.6266,21.2753,23.677,23.0421,15,17,20,23,13,22,14,13,19,23
503.234,1,0.00075661,3,7,0,-495.912,2.50122,2.50169,2.4995,2.4991,2.50081,2.50066,2.49985,2.49875,2.4977,2.49978,0.000128343,20.0255,21.1907,23.2123,24.5953,25.713,26.442,25.897,27.043,31.5533,30.3234,24,24,20,20,27,19,25,31,34,15
497.697,0.757444,0.00075661,3,7,0,-493.564,2.49816,2.50173,2.50013,2.50093,2.50092,2.50187,2.50133,2.50204,2.4981,2.49991,0.000135891,20.555,21.8906,24.125,25.6808,26.8695,27.7075,27.1115,28.437,33.3874,31.9985,21,17,17,18,27,23,21,25,44,39
498.025,1,0.00075661,4,15,0,-490.034,2.50164,2.50099,2.49882,2.49945,2.50053,2.49795,2.50204,2.49974,2.49726,2.49891,0.000131177,20.2545,21.4354,23.5292,24.9888,26.1327,26.8252,26.3893,27.5513,32.2105,30.9133,31,18,25,17,25,28,26,31,29,28
506.059,0.99571,0.00075661,3,15,0,-494.581,2.49939,2.50026,2.49933,2.50053,2.50097,2.50195,2.50085,2.50026,2.49816,2.50086,0.000102253,18.0726,18.9149,20.3555,21.3484,22.0977,22.6202,22.2378,23.025,26.0028,25.2185,17,16,25,18,26,22,20,26,20,24
507.377,0.988619,0.00075661,4,15,0,-502.566,2.4998,2.49943,2.50218,2.50034,2.4992,2.5002,2.49914,2.50104,2.50087,2.50004,0.000106183,18.3565,19.2213,20.8209,21.8092,22.5684,23.1224,22.7185,23.6135,26.8464,25.9113,19,18,21,28,20,26,19,26,26,23
506.79,0.637226,0.00075661,4,15,0,-497.937,2.4993,2.49999,2.49795,2.49937,2.49924,2.49997,2.50103,2.50089,2.49963,2.50057,9.42976e-05,17.5239,18.2738,19.5306,20.4139,21.0623,21.5174,21.2259,21.9266,24.5459,23.8252,22,22,24,25,28,19,26,28,19,11
508.739,0.992594,0.00075661,3,15,0,-503.875,2.50033,2.5008,2.50037,2.50022,2.50047,2.50026,2.4986,2.50005,2.50159,2.5002,0.000107801,18.4815,19.382,20.9531,22.0008,22.8107,23.3507,22.9232,23.8289,27.1907,26.2152,13,19,20,17,31,15,21,29,28,29
508.07,0.967989,0.00075661,3,7,0,-506.548,2.49946,2.50061,2.50063,2.49961,2.50048,2.49986,2.4992,2.49991,2.50195,2.50011,9.66516e-05,17.6869,18.4713,19.8162,20.6839,21.3792,21.8229,21.4821,22.2285,25.0373,24.2159,15,11,17,20,19,20,20,17,15,25
506.457,0.819814,0.00075661,3,7,0,-502.104,2.50011,2.50056,2.50156,2.49993,2.49862,2.50024,2.49872,2.50012,2.50111,2.50165,0.00010878,18.5473,19.4591,21.0816,22.1128,22.8985,23.4885,23.0582,23.9762,27.3761,26.4367,28,17,23,23,17,28,29,25,31,23
505.921,0.9525,0.00075661,4,15,0,-500.53,2.49991,2.49827,2.49823,2.49998,2.49904,2.4991,2.49973,2.49987,2.49888,2.49865,0.000115252,19.0131,19.9624,21.7063,22.9124,23.7865,24.396,23.9762,24.9552,28.6614,27.5981,17,16,15,29,20,33,21,18,24,28
506.299,0.73725,0.00075661,3,15,0,-497.577,2.49972,2.49862,2.49922,2.49967,2.49887,2.50185,2.5007,2.50061,2.50106,2.49998,9.62985e-05,17.6674,18.4065,19.7531,20.6452,21.3009,21.8198,21.4698,22.1952,24.9494,24.1522,13,20,26,24,19,19,20,30,28,19
507.423,0.974625,0.00075661,4,15,0,-503.63,2.49928,2.50142,2.50075,2.49952,2.50061,2.50166,2.49945,2.50076,2.49936,2.49936,0.000114072,18.9147,19.9241,21.6323,22.7542,23.6609,24.2849,23.8041,24.7948,28.4246,27.387,17,17,24,14,16,24,25,21,33,23
508.897,0.854216,0.00075661,4,23,0,-501.863,2.49884,2.49972,2.50044,2.5004,2.50057,2.50059,2.50103,2.49935,2.50091,2.49931,0.0001033,18.1358,18.99,20.4859,21.4685,22.2237,22.7327,22.3791,23.1545,26.2782,25.3674,21,21,16,19,12,19,26,19,28,20
508.938,0.970741,0.00075661,4,15,0,-506.457,2.50118,2.50006,2.4994,2.49982,2.50066,2.50014,2.49987,2.49895,2.49907,2.5005,0.000118767,19.2976,20.3028,22.1191,23.3544,24.3169,24.9448,24.4803,25.4838,29.4257,28.3488,15,25,24,16,23,28,25,25,28,28
508.937,0.809907,0.00075661,4,31,0,-503.113,2.49997,2.49974,2.50008,2.49955,2.49912,2.49919,2.49944,2.49971,2.5013,2.49945,0.000120482,19.4024,20.4466,22.3258,23.5686,24.5228,25.1802,24.7176,25.7768,29.8699,28.6662,20,21,21,25,27,22,26,37,25,25
508.931,0.95516,0.00075661,4,15,0,-506.516,2.50058,2.49983,2.49928,2.49942,2.50068,2.49949,2.49901,2.50042,2.49886,2.50032,0.000118745,19.2843,20.2961,22.1141,23.3423,24.3143,24.9251,24.456,25.5175,29.4147,28.339,19,12,26,24,21,23,15,27,30,30
504.05,0.683514,0.00075661,3,15,0,-501.476,2.49827,2.50121,2.50145,2.50093,2.49939,2.49826,2.50047,2.49995,2.49982,2.50129,9.0948e-05,17.2809,18.0345,19.2719,20.0738,20.6593,21.051,20.8004,21.4543,23.9469,23.2815,17,21,25,15,25,19,21,22,27,20
503.531,0.98855,0.00075661,4,15,0,-498.707,2.50196,2.5003,2.50094,2.4994,2.49863,2.50157,2.50167,2.49955,2.49917,2.4992,9.1154e-05,17.3587,18.034,19.282,20.0657,20.6682,21.1471,20.8505,21.4731,23.9678,23.2669,13,19,28,16,21,21,25,21,26,27
507.027,0.984742,0.00075661,4,15,0,-499.183,2.49959,2.50101,2.50012,2.50068,2.49871,2.49851,2.49943,2.4998,2.50104,2.5014,0.000113806,18.9011,19.8932,21.59,22.7473,23.5796,24.1698,23.7663,24.73,28.4164,27.3911,15,27,18,16,17,21,22,23,29,31
507.262,0.873513,0.00075661,3,7,0,-502.657,2.50059,2.49991,2.49936,2.50144,2.49997,2.49977,2.49955,2.49814,2.50089,2.50082,0.000117339,19.1801,20.1755,21.9601,23.2099,24.0994,24.7215,24.2678,25.2377,29.168,28.0715,11,19,25,20,25,20,19,23,33,26
506.43,0.929327,0.00075661,3,7,0,-497.801,2.50022,2.49883,2.49926,2.49996,2.49934,2.50005,2.49887,2.49839,2.50071,2.5007,0.000127215,19.9186,21.0279,23.0755,24.4645,25.5073,26.2466,25.7004,26.8442,31.3839,30.1088,23,18,25,23,21,34,31,28,36,40
