lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa.1,alfa.2,alfa.3,alfa.4,alfa.5,alfa.6,alfa.7,alfa.8,alfa.9,alfa.10,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
# Adaptation terminated
# Step size = 0.00326443
# Diagonal elements of inverse mass matrix:
# 1.09543e-05, 1.08571e-05, 1.08561e-05, 1.09617e-05, 1.09387e-05, 1.08919e-05, 1.07597e-05, 1.09618e-05, 1.1088e-05, 1.09197e-05, 9.90113e-06
505.504,0.994101,0.00326443,8,255,0,-503.666,2.50146,2.50116,2.49984,2.49925,2.49947,2.50077,2.49805,2.49997,2.49846,2.50066,0.000117804,19.2312,20.241,22.0219,23.2181,24.1523,24.8156,24.2977,25.3571,29.1979,28.1597,17,15,22,43,22,32,21,31,30,26
506.099,0.923127,0.00326443,9,511,0,-498.911,2.49816,2.49911,2.50011,2.5005,2.49999,2.49907,2.50179,2.50021,2.50127,2.49949,0.000117005,19.1089,20.1304,21.9396,23.1455,24.0528,24.6546,24.2745,25.2375,29.1066,27.9674,14,19,25,20,18,29,25,27,32,39
508.118,0.995022,0.00326443,8,511,0,-502.618,2.50102,2.50006,2.49825,2.50057,2.49939,2.49968,2.50137,2.49975,2.49969,2.49975,0.000110122,18.6607,19.562,21.1541,22.2902,23.0954,23.666,23.3025,24.1681,27.6113,26.6393,13,20,29,23,25,29,20,21,31,29
506.171,0.822487,0.00326443,8,255,0,-503.516,2.50096,2.49973,2.49802,2.50088,2.49926,2.4993,2.50142,2.49966,2.50045,2.49957,9.4028e-05,17.5348,18.2479,19.5056,20.4145,21.0297,21.4681,21.2005,21.8631,24.5167,23.7559,13,19,16,18,16,25,12,30,21,27
505.4,0.946191,0.00326443,8,255,0,-500.606,2.50005,2.4992,2.49917,2.50082,2.50109,2.50118,2.50165,2.50086,2.50024,2.49848,9.2553e-05,17.4194,18.123,19.3836,20.2489,20.8884,21.3181,21.0224,21.6892,24.2445,23.4825,21,17,15,24,24,20,20,18,15,32
500.886,0.83689,0.00326443,8,255,0,-494.871,2.5007,2.49848,2.49818,2.50048,2.50052,2.50352,2.5007,2.49972,2.50031,2.50017,9.37887e-05,17.514,18.2065,19.4852,20.3797,21.0271,21.5279,21.1553,21.8319,24.4698,23.7298,15,23,18,20,24,22,20,18,14,20
508.043,0.998776,0.00326443,8,255,0,-499.122,2.50048,2.49889,2.50021,2.50018,2.50026,2.50127,2.50085,2.49912,2.4997,2.50097,9.50652e-05,17.5967,18.3142,19.6504,20.5166,21.1781,21.6455,21.318,21.9928,24.6881,23.9651,16,24,20,20,22,16,21,24,18,22
504.351,0.991408,0.00326443,8,255,0,-502.522,2.49965,2.49894,2.501,2.49986,2.49986,2.50172,2.50044,2.49815,2.50067,2.50193,0.000121626,19.482,20.5309,22.4752,23.7241,24.7046,25.4187,24.9091,25.9204,30.1057,28.972,21,22,23,27,30,18,33,23,26,26
504.944,0.951023,0.00326443,8,255,0,-499.942,2.50101,2.49962,2.50048,2.50055,2.5012,2.4986,2.49929,2.50125,2.49974,2.49806,9.11206e-05,17.3399,18.0192,19.2699,20.0852,20.7174,21.0801,20.797,21.5051,23.9757,23.2349,11,17,21,20,21,26,19,22,28,21
503.045,0.993802,0.00326443,9,511,0,-497.085,2.49948,2.50036,2.50016,2.49879,2.49828,2.50063,2.50067,2.49748,2.50059,2.50204,0.000116515,19.0979,20.113,21.8867,23.044,23.9434,24.62,24.1777,25.092,28.981,27.9414,17,9,14,18,12,20,18,26,30,22
506.857,0.999618,0.00326443,8,255,0,-497.347,2.4991,2.50053,2.49995,2.49883,2.4986,2.49979,2.50058,2.49894,2.50076,2.5016,0.000115474,19.014,20.0267,21.7681,22.9139,23.8067,24.4455,24.0281,24.9665,28.7628,27.7234,18,22,14,27,26,22,33,34,24,28
509.48,0.987358,0.00326443,8,255,0,-503.066,2.49961,2.49995,2.49968,2.50025,2.50001,2.50013,2.50021,2.50081,2.50034,2.49824,0.000105645,18.315,19.1869,20.7129,21.743,22.5161,23.0459,22.6711,23.5292,26.7251,25.7663,20,20,22,21,26,22,18,23,24,22
503.708,0.947247,0.00326443,8,511,0,-500.808,2.49923,2.50081,2.49831,2.49967,2.50008,2.50042,2.49955,2.49811,2.49791,2.50152,0.000119424,19.309,20.3754,22.1681,23.4351,24.3957,25.0508,24.567,25.5666,29.5354,28.5102,16,22,24,22,24,20,27,27,21,23
506.698,0.912796,0.00326443,8,255,0,-499.333,2.49944,2.5006,2.49842,2.49857,2.50002,2.50115,2.50099,2.4987,2.49954,2.50006,0.000101372,18.012,18.8497,20.2473,21.2039,21.9639,22.4822,22.1259,22.8634,25.8687,25.0409,28,15,26,25,27,29,19,26,25,19
503.646,0.984798,0.00326443,8,255,0,-498.113,2.50119,2.4977,2.49958,2.5017,2.49892,2.50137,2.50008,2.49895,2.50068,2.49885,0.000103042,18.1603,18.9305,20.4416,21.466,22.1538,22.7149,22.3239,23.1079,26.2218,25.3091,15,17,19,16,23,24,23,25,31,21
499.434,0.993044,0.00326443,8,255,0,-495.596,2.50124,2.49696,2.49969,2.50241,2.49823,2.50074,2.50011,2.49857,2.50133,2.49972,0.000104349,18.2533,19.0232,20.5787,21.6357,22.3074,22.8804,22.4967,23.2879,26.4949,25.5677,14,19,18,28,16,27,28,26,24,31
504.261,0.896347,0.00326443,8,511,0,-495.897,2.49899,2.50169,2.50121,2.49836,2.50201,2.49909,2.49942,2.5004,2.49971,2.50027,9.62717e-05,17.6527,18.4609,19.7898,20.6152,21.3646,21.7562,21.439,22.1869,24.9106,24.1547,21,24,18,20,22,24,25,29,24,22
505.285,0.998788,0.00326443,9,511,0,-497.741,2.50021,2.49844,2.49864,2.50212,2.49973,2.50134,2.50087,2.50014,2.49978,2.49926,9.96723e-05,17.908,18.672,20.0794,21.0821,21.7415,22.2572,21.9035,22.6555,25.5502,24.7204,18,22,25,22,24,29,20,22,17,23
505.612,0.999305,0.00326443,9,511,0,-493.273,2.49979,2.50164,2.50133,2.49797,2.50035,2.49872,2.49913,2.50001,2.50007,2.50084,0.00010387,18.1931,19.0731,20.5628,21.4833,22.2925,22.7683,22.4114,23.2519,26.3675,25.5094,22,21,23,14,21,22,25,26,27,31
502.464,0.982623,0.00326443,9,511,0,-496.108,2.49963,2.50109,2.50127,2.50174,2.50181,2.5002,2.50225,2.49995,2.49992,2.50201,0.000107412,18.4407,19.3552,20.931,21.9873,22.7896,23.2946,22.9544,23.769,27.0671,26.1904,23,22,26,24,20,22,26,29,21,30
507.245,0.997327,0.00326443,8,255,0,-498.893,2.5003,2.50081,2.50162,2.50119,2.50036,2.49929,2.50119,2.50028,2.49919,2.50111,0.000106328,18.376,19.2599,20.8246,21.8451,22.6136,23.1216,22.7846,23.6169,26.8303,25.9659,21,21,24,23,15,26,22,26,26,30
505.437,0.991794,0.00326443,9,511,0,-499.23,2.49903,2.49897,2.4984,2.49882,2.49938,2.50108,2.49893,2.49908,2.50044,2.49839,0.000110017,18.6161,19.5317,21.146,22.2384,23.0811,23.6843,23.2312,24.1363,27.6104,26.5832,18,15,23,25,17,28,23,30,34,28
505.4,0.797868,0.00326443,8,255,0,-498.019,2.49914,2.4989,2.49843,2.49958,2.50031,2.50089,2.49876,2.49937,2.49999,2.49844,9.0697e-05,17.2792,17.9734,19.1896,20.0192,20.6481,21.0746,20.7343,21.4083,23.9063,23.1738,23,19,17,21,24,28,18,23,21,20
501.653,0.94619,0.00326443,8,511,0,-495.541,2.5008,2.50101,2.49932,2.49995,2.50165,2.50191,2.50033,2.50032,2.49885,2.49695,9.93648e-05,17.8973,18.6954,20.062,21.0009,21.7444,22.2286,21.8521,22.6162,25.4681,24.6096,17,23,24,22,17,28,21,32,23,37
508.444,0.950031,0.00326443,8,255,0,-498.92,2.50106,2.49958,2.50049,2.49935,2.49937,2.49864,2.50052,2.4996,2.5008,2.50039,0.000118831,19.3,20.2988,22.1504,23.3515,24.2946,24.917,24.5055,25.5106,29.4907,28.3584,27,19,16,21,25,24,28,35,32,28
507.837,0.868657,0.00326443,9,511,0,-503.264,2.49857,2.50071,2.49967,2.50018,2.50066,2.50107,2.49947,2.50022,2.49896,2.49958,9.38255e-05,17.4794,18.2499,19.5179,20.3777,21.0344,21.48,21.1339,21.8477,24.4435,23.7218,19,10,18,15,20,22,14,22,18,22
507.756,0.989461,0.00326443,9,511,0,-504.344,2.49945,2.49943,2.49945,2.50029,2.49856,2.49987,2.49905,2.501,2.49861,2.49958,9.95963e-05,17.8891,18.6846,20.0879,21.0347,21.7065,22.2142,21.8539,22.6643,25.5059,24.715,16,13,17,23,21,16,26,21,24,22
508.124,0.999584,0.00326443,8,255,0,-504.796,2.50118,2.50014,2.50055,2.50095,2.50094,2.49953,2.50077,2.49857,2.50023,2.49991,0.000116971,19.1642,20.1481,21.9456,23.1518,24.071,24.661,24.245,25.1908,29.0693,27.9726,25,22,18,25,26,21,14,25,31,34
506.489,0.989453,0.00326443,8,511,0,-502.636,2.5002,2.49912,2.49885,2.49864,2.49836,2.4997,2.50098,2.4993,2.50087,2.49941,0.000118787,19.2801,20.2855,22.1092,23.3295,24.2639,24.9367,24.5103,25.4957,29.483,28.3218,20,18,29,13,30,24,26,24,29,18
506.805,0.731639,0.00326443,8,255,0,-493.35,2.50023,2.49874,2.50057,2.50133,2.50018,2.50164,2.49997,2.49915,2.50059,2.50142,0.000111618,18.7541,19.6621,21.3632,22.4907,23.3157,23.9275,23.4752,24.3797,27.9453,26.9691,21,19,20,24,22,35,15,20,30,24
501.531,0.99926,0.00326443,8,255,0,-495.851,2.50103,2.49753,2.49982,2.50122,2.50022,2.5001,2.50114,2.49976,2.50126,2.50291,0.000110137,18.6621,19.5137,21.1889,22.3065,23.1166,23.6781,23.299,24.1708,27.6578,26.7263,22,14,25,20,18,25,26,30,38,20
502.356,0.995488,0.00326443,8,255,0,-493.946,2.49777,2.50323,2.4998,2.49922,2.50014,2.50006,2.49946,2.50123,2.49944,2.50057,0.000109995,18.591,19.6133,21.1734,22.2447,23.0958,23.657,23.2407,24.1848,27.5783,26.637,26,16,23,22,26,20,21,32,28,26
507.351,0.981692,0.00326443,8,255,0,-496.702,2.49857,2.50214,2.50077,2.4998,2.50023,2.49932,2.4997,2.49991,2.50014,2.50077,0.000105851,18.3104,19.246,20.7571,21.7579,22.5482,23.0558,22.6869,23.5381,26.7606,25.8692,22,21,28,18,28,22,15,25,36,30
508.468,0.999986,0.00326443,8,511,0,-501.019,2.49854,2.49943,2.50017,2.50034,2.50077,2.49961,2.50107,2.50131,2.50015,2.50015,0.000110406,18.6349,19.5734,21.225,22.3199,23.1656,23.7051,23.3344,24.2489,27.6823,26.7037,14,13,24,31,19,29,14,30,26,31
508.787,0.998885,0.00326443,8,255,0,-506.393,2.49908,2.49914,2.50013,2.50005,2.50056,2.49919,2.50099,2.50134,2.49968,2.5004,0.000111199,18.7023,19.6348,21.3089,22.4107,23.2679,23.8089,23.4415,24.3696,27.8331,26.8615,17,25,18,26,31,18,25,17,34,23
507.774,0.999086,0.00326443,8,255,0,-501.512,2.49903,2.49909,2.49981,2.50011,2.50034,2.49859,2.50093,2.50165,2.50022,2.50032,0.000110228,18.6313,19.5519,21.1985,22.293,23.1318,23.6556,23.3067,24.2303,27.6477,26.6746,13,15,26,25,22,17,29,25,29,30
509.16,0.95976,0.00326443,8,511,0,-504.783,2.50014,2.49959,2.49991,2.49931,2.49908,2.5011,2.49995,2.50025,2.49906,2.50073,0.000117667,19.1957,20.1976,22.0084,23.2021,24.1237,24.8035,24.3244,25.3426,29.1858,28.1342,23,18,18,20,31,31,24,28,29,21
509.258,0.932033,0.00326443,8,255,0,-505.117,2.50001,2.49952,2.49995,2.49948,2.49931,2.50118,2.50006,2.49985,2.49951,2.50068,9.42272e-05,17.5317,18.2597,19.5628,20.4084,21.0553,21.5344,21.1965,21.8943,24.5301,23.8159,18,23,24,30,12,26,18,21,26,25
508.334,0.986009,0.00326443,8,511,0,-506.489,2.49973,2.499,2.49933,2.49929,2.49886,2.50026,2.50017,2.50086,2.49996,2.49895,0.000120693,19.4135,20.4499,22.3327,23.5897,24.5466,25.2393,24.7663,25.8403,29.8766,28.695,15,20,27,23,25,17,27,24,35,31
508.585,0.863368,0.00326443,9,511,0,-504.057,2.49863,2.50078,2.50077,2.49998,2.50064,2.5007,2.49954,2.49979,2.50065,2.50116,0.000105883,18.3138,19.2225,20.7603,21.7654,22.5615,23.0922,22.6876,23.54,26.7807,25.8852,13,15,23,24,24,24,28,22,25,26
507.224,0.999752,0.00326443,8,255,0,-504.438,2.49918,2.4987,2.50088,2.50109,2.49983,2.49948,2.49896,2.50027,2.49996,2.50173,0.000110332,18.6415,19.553,21.2322,22.3274,23.1338,23.6914,23.275,24.2124,27.6619,26.7319,15,24,17,17,25,26,23,24,22,33
504.729,0.961229,0.00326443,8,255,0,-502.705,2.50094,2.50152,2.49952,2.49882,2.49986,2.50018,2.50195,2.50009,2.49938,2.49782,0.000107771,18.4905,19.3934,20.9321,21.9664,22.7927,23.3445,22.9961,23.8254,27.1245,26.1473,16,20,30,18,15,25,21,29,21,24
506.075,0.993125,0.00326443,8,255,0,-503.221,2.50106,2.50116,2.49938,2.49888,2.49988,2.4999,2.50183,2.50029,2.4988,2.49854,0.000110592,18.6953,19.6231,21.2282,22.31,23.17,23.7385,23.3775,24.2521,27.6834,26.6961,19,22,32,24,33,19,26,28,32,34
508.969,0.9364,0.00326443,8,255,0,-503.152,2.50141,2.49942,2.50052,2.49993,2.50016,2.49934,2.50132,2.49983,2.50056,2.49962,0.00011128,18.7516,19.6469,21.3259,22.4178,23.2695,23.824,23.4604,24.3449,27.8742,26.856,16,21,17,27,19,18,27,33,27,23
507.764,0.898312,0.00326443,9,511,0,-504.094,2.49836,2.50073,2.49974,2.50009,2.49993,2.50079,2.49881,2.49978,2.49947,2.50014,9.25768e-05,17.3916,18.1525,19.3971,20.2369,20.867,21.3127,20.9656,21.6691,24.2301,23.5254,22,23,14,24,24,14,17,19,22,25
505.648,0.980812,0.00326443,8,511,0,-501.831,2.4998,2.4974,2.49879,2.50094,2.499,2.50045,2.50078,2.49956,2.50061,2.49951,0.000104129,18.2115,19.0136,20.5374,21.5781,22.2961,22.8434,22.4828,23.2792,26.4328,25.5224,13,16,15,16,24,23,15,24,32,30
505.182,0.928128,0.00326443,9,511,0,-498.268,2.50022,2.50257,2.50119,2.49918,2.50107,2.49956,2.49927,2.50014,2.49935,2.50077,9.60327e-05,17.6581,18.4583,19.7658,20.605,21.3148,21.7349,21.4057,22.1482,24.8574,24.1257,20,19,11,13,23,18,15,22,30,25
506.646,0.999679,0.00326443,9,511,0,-500.16,2.49892,2.49941,2.49844,2.50044,2.49923,2.50096,2.50085,2.50108,2.50115,2.49982,0.000119135,19.2813,20.3218,22.1388,23.4161,24.3341,25.0207,24.5572,25.5965,29.5677,28.4036,18,18,24,26,31,22,24,31,28,35
507.457,0.988954,0.00326443,8,255,0,-497.916,2.50006,2.49999,2.49857,2.5006,2.49931,2.5011,2.50096,2.50059,2.50135,2.50024,0.000119306,19.3161,20.3485,22.1608,23.4418,24.3603,25.05,24.5847,25.6114,29.6113,28.4501,16,24,25,16,22,21,27,22,37,22
506.192,0.999949,0.00326443,8,511,0,-502.719,2.49959,2.50032,2.49841,2.49835,2.49912,2.5008,2.50101,2.50097,2.50038,2.49868,0.000110039,18.6281,19.56,21.1486,22.2305,23.0782,23.6807,23.2826,24.1853,27.6132,26.5951,16,19,27,24,27,16,23,24,28,25
506.956,0.771864,0.00326443,8,255,0,-501.475,2.49915,2.50031,2.49924,2.49851,2.49903,2.50045,2.50112,2.50114,2.50027,2.49909,0.000119503,19.3132,20.3722,22.1975,23.418,24.3814,25.0637,24.617,25.6568,29.6228,28.4572,14,27,26,23,25,22,26,18,26,32
507.445,0.998103,0.00326443,9,511,0,-502.345,2.50081,2.49965,2.50088,2.50154,2.50089,2.49958,2.49893,2.49892,2.49974,2.50105,0.000105747,18.3442,19.1896,20.7485,21.7833,22.5492,23.0475,22.6557,23.4996,26.7294,25.8575,18,24,17,22,23,19,20,28,23,32
508.962,0.84722,0.00326443,8,255,0,-503.917,2.49947,2.49919,2.50125,2.50058,2.49985,2.50078,2.50045,2.50006,2.50068,2.49991,0.000120143,19.3671,20.4054,22.3138,23.5489,24.4924,25.1687,24.6933,25.7313,29.7759,28.6102,19,22,35,33,22,24,26,34,22,39
506.771,0.999558,0.00326443,8,255,0,-504.374,2.49971,2.49999,2.49871,2.49884,2.49877,2.49873,2.50017,2.5008,2.50111,2.49917,0.000118479,19.2477,20.2763,22.0719,23.2947,24.2304,24.8663,24.4462,25.4851,29.4227,28.2532,23,16,21,20,26,28,21,28,22,28
508.885,0.824984,0.00326443,8,255,0,-500.361,2.49943,2.49982,2.50041,2.50152,2.5011,2.50087,2.49953,2.49982,2.49933,2.50016,0.00010773,18.4598,19.357,20.9464,22.0207,22.8155,23.3549,22.9349,23.8127,27.1149,26.2009,22,23,17,20,30,28,23,36,21,34
508.537,0.999651,0.00326443,8,511,0,-501.239,2.50006,2.49937,2.50146,2.5004,2.50138,2.49994,2.49889,2.49997,2.49949,2.49964,0.000107558,18.4592,19.3341,20.9504,21.9755,22.7991,23.309,22.897,23.7909,27.0848,26.1556,8,18,13,20,29,26,30,21,23,15
508.595,0.849928,0.00326443,8,511,0,-503.238,2.50018,2.50067,2.49959,2.50043,2.49979,2.50069,2.50066,2.49941,2.49855,2.4995,0.000122083,19.5269,20.6069,22.4951,23.7971,24.7687,25.4628,24.9816,26.0269,30.144,28.9956,10,19,20,27,22,23,26,31,23,31
509.086,0.990735,0.00326443,9,511,0,-506.201,2.50156,2.50109,2.49927,2.49981,2.50057,2.49982,2.50005,2.49968,2.49935,2.49999,0.00011101,18.7349,19.6569,21.2704,22.3819,23.2425,23.7965,23.3935,24.3005,27.7848,26.8144,26,15,20,19,19,23,19,23,32,35
506.3,0.916035,0.00326443,8,255,0,-503.726,2.49864,2.49857,2.49978,2.49937,2.50123,2.49838,2.49928,2.49964,2.49954,2.49973,9.62885e-05,17.6477,18.4048,19.7632,20.6378,21.35,21.7428,21.438,22.1722,24.9096,24.1445,19,24,21,22,36,18,14,21,18,18
504.689,0.999513,0.00326443,8,255,0,-499.817,2.50157,2.50072,2.50089,2.50216,2.49879,2.49901,2.49924,2.50128,2.50049,2.49933,0.000103727,18.2153,19.0438,20.539,21.5568,22.2392,22.7552,22.3952,23.2607,26.3505,25.4448,14,15,21,20,23,23,25,24,26,41
503.871,0.689363,0.00326443,9,511,0,-495.543,2.49916,2.50128,2.50005,2.49947,2.50182,2.50081,2.50142,2.50092,2.4994,2.50037,0.000133447,20.3824,21.6521,23.8287,25.3023,26.5142,27.2731,26.7274,27.9763,32.8291,31.4619,12,18,21,34,20,26,29,18,31,33
504.601,0.913091,0.00326443,8,255,0,-499.066,2.49848,2.50148,2.49993,2.49894,2.50044,2.5004,2.50093,2.50209,2.49954,2.50042,0.000125044,19.7179,20.8878,22.8403,24.1504,25.2151,25.9142,25.4271,26.5822,30.8456,29.6394,21,18,24,24,26,28,26,26,28,34
506.536,0.99988,0.00326443,8,511,0,-499.79,2.49999,2.50204,2.49952,2.5009,2.49908,2.50056,2.49895,2.49998,2.50001,2.50131,9.71292e-05,17.729,18.5356,19.8418,20.7649,21.4085,21.9011,21.5371,22.2963,25.0775,24.3275,15,24,21,21,18,31,23,16,24,33
507.018,0.958506,0.00326443,8,511,0,-499.896,2.49972,2.49943,2.49969,2.49943,2.4995,2.50061,2.4985,2.49921,2.49889,2.49855,0.000121961,19.5086,20.5706,22.4836,23.7575,24.7439,25.4421,24.9099,26.002,30.1272,28.9431,14,15,18,26,35,26,27,30,24,34
506.673,0.973878,0.00326443,8,511,0,-505.229,2.50026,2.50001,2.49983,2.5007,2.5005,2.49961,2.50155,2.50039,2.5012,2.50168,9.22815e-05,17.4048,18.1164,19.37,20.2164,20.8431,21.2498,20.9868,21.6426,24.2187,23.5124,17,29,17,19,20,16,22,17,25,20
506.636,0.892496,0.00326443,9,511,0,-502.375,2.49943,2.50012,2.49943,2.50039,2.50002,2.49906,2.50139,2.50067,2.50125,2.5011,8.87993e-05,17.1579,17.8491,19.0263,19.8282,20.4155,20.7965,20.5583,21.1845,23.6012,22.9243,14,13,17,16,18,19,25,22,17,23
505.544,0.952991,0.00326443,9,511,0,-501.898,2.50037,2.49996,2.50007,2.49917,2.49991,2.50051,2.4977,2.50035,2.49941,2.49922,8.4321e-05,16.8795,17.506,18.6147,19.3236,19.8887,20.2715,19.9504,20.5956,22.7864,22.1644,16,13,25,17,16,16,20,28,24,29
506.158,0.99741,0.00326443,8,511,0,-502.32,2.50005,2.50058,2.49929,2.50116,2.50089,2.50012,2.50253,2.4995,2.4997,2.50028,9.64808e-05,17.6856,18.4571,19.7727,20.6966,21.3667,21.8062,21.5322,22.1957,24.9491,24.1908,17,28,27,17,17,32,22,20,24,25
505.606,0.96303,0.00326443,9,511,0,-501.99,2.49935,2.50095,2.4996,2.50174,2.50074,2.49981,2.50193,2.49913,2.49979,2.50055,0.00012423,19.673,20.8038,22.7395,24.1103,25.1036,25.772,25.3308,26.3697,30.6671,29.4724,24,24,19,28,25,26,19,31,38,29
504.024,0.949201,0.00326443,8,511,0,-497.193,2.49864,2.49934,2.49903,2.49928,2.5,2.49928,2.50092,2.49786,2.49972,2.49797,0.000120908,19.4085,20.4758,22.3501,23.6173,24.6052,25.2473,24.8161,25.7973,29.9172,28.7106,29,13,17,30,30,33,20,29,22,30
506.559,0.895482,0.00326443,8,511,0,-499.108,2.49986,2.50057,2.49975,2.50048,2.49976,2.49848,2.4995,2.50099,2.49971,2.4986,0.000129471,20.0856,21.2698,23.35,24.7818,25.855,26.5645,26.0598,27.2945,31.8828,30.5312,23,23,37,26,21,27,31,23,35,29
504.269,1,0.00326443,8,255,0,-500.395,2.49934,2.50066,2.50187,2.49967,2.5019,2.49986,2.49989,2.50053,2.4987,2.5017,0.00012273,19.5593,20.6642,22.62,23.8637,24.9145,25.5413,25.0577,26.1612,30.2942,29.1935,20,20,17,27,24,29,19,29,29,29
502.519,0.994431,0.00326443,8,255,0,-495.102,2.4994,2.49928,2.49786,2.50181,2.49912,2.49968,2.49903,2.49932,2.5022,2.49888,9.71655e-05,17.7211,18.4874,19.8124,20.788,21.4139,21.8866,21.5435,22.2866,25.1393,24.2746,19,19,18,26,18,19,23,21,39,18
504.064,0.958267,0.00326443,8,511,0,-497.113,2.49997,2.5012,2.50209,2.49818,2.49928,2.50168,2.50088,2.4999,2.49927,2.49966,0.000120502,19.4037,20.4781,22.3731,23.5389,24.5297,25.2461,24.7561,25.7848,29.8134,28.6761,21,24,15,13,29,22,23,29,27,31
503.646,0.999958,0.00326443,9,511,0,-496.1,2.50175,2.50018,2.49988,2.49901,2.49927,2.49775,2.50115,2.5018,2.49916,2.49993,9.725e-05,17.7686,18.5108,19.8609,20.7394,21.4276,21.8557,21.5999,22.3536,25.0787,24.3149,21,18,25,17,20,25,18,16,28,19
503.475,0.999757,0.00326443,9,511,0,-497.661,2.49766,2.49996,2.49985,2.50056,2.50076,2.50196,2.49829,2.49858,2.49991,2.50027,0.00011938,19.2753,20.3542,22.1973,23.4502,24.4061,25.0827,24.5298,25.5716,29.5847,28.4658,17,29,29,26,27,36,27,19,31,37
503.225,0.994359,0.00326443,9,511,0,-497.341,2.50167,2.49975,2.49996,2.49916,2.4995,2.49798,2.50148,2.50228,2.5005,2.49983,0.000120453,19.4331,20.4441,22.3199,23.5555,24.528,25.1454,24.7639,25.8383,29.8394,28.6711,26,23,24,20,25,24,25,30,23,35
507.142,0.997331,0.00326443,8,255,0,-494.759,2.50022,2.49985,2.50017,2.50029,2.49914,2.49887,2.4998,2.50152,2.50053,2.49823,0.000119243,19.3146,20.3402,22.1892,23.4265,24.3472,24.9848,24.547,25.625,29.5729,28.3801,16,16,30,14,25,23,23,24,27,27
505.546,0.996815,0.00326443,8,255,0,-500.401,2.50032,2.49987,2.50111,2.50096,2.50147,2.49973,2.50206,2.49851,2.50038,2.49966,9.71264e-05,17.7347,18.4952,19.873,20.7658,21.4595,21.8826,21.6037,22.2631,25.0863,24.287,17,21,20,15,18,15,17,19,33,16
506.677,0.995221,0.00326443,8,511,0,-500.175,2.4993,2.4984,2.49814,2.5016,2.50026,2.50015,2.49943,2.50046,2.50004,2.49981,0.000112518,18.8019,19.7317,21.4081,22.6081,23.44,24.0221,23.5872,24.5488,28.1175,27.0986,15,13,21,17,26,20,15,33,36,34
505.348,0.909404,0.00326443,9,511,0,-499.334,2.4992,2.49986,2.49776,2.50041,2.49951,2.50048,2.50153,2.49913,2.49842,2.49987,0.000117073,19.1338,20.1515,21.8957,23.1522,24.0509,24.6996,24.2781,25.2209,29.0386,27.9917,11,11,24,24,25,25,24,36,28,24
505.377,0.778893,0.00326443,8,255,0,-496.342,2.49974,2.50174,2.50029,2.49999,2.5007,2.49958,2.50023,2.5021,2.49962,2.49927,8.7337e-05,17.0665,17.766,18.9032,19.662,20.2565,20.6245,20.3588,21.0225,23.308,22.6458,15,12,30,22,19,18,26,26,17,18
506.915,0.994854,0.00326443,9,511,0,-500.334,2.50043,2.49821,2.49985,2.49993,2.49922,2.50035,2.49981,2.49799,2.5004,2.50077,0.000101545,18.042,18.8186,20.2937,21.253,21.9682,22.4878,22.1223,22.8717,25.9244,25.0896,17,18,23,24,23,28,17,21,30,34
501.65,0.743893,0.00326443,8,511,0,-495.288,2.49954,2.4986,2.50185,2.501,2.49882,2.49739,2.50035,2.49891,2.50104,2.49961,9.03253e-05,17.2613,17.9394,19.2193,20.0069,20.5728,20.9539,20.722,21.349,23.8654,23.1398,19,15,27,28,17,21,15,12,29,26
502.618,0.974207,0.00326443,8,511,0,-497.438,2.50032,2.49864,2.50209,2.50039,2.49895,2.49856,2.5015,2.49891,2.50119,2.49956,0.000128036,19.9838,21.0984,23.2366,24.5856,25.6196,26.3378,25.893,26.9958,31.5915,30.2507,22,16,23,22,16,28,21,20,21,33
509.884,0.988928,0.00326443,8,511,0,-501.362,2.49957,2.49973,2.49924,2.49951,2.49929,2.50087,2.49953,2.49976,2.4997,2.50055,0.000115686,19.0386,20.029,21.7757,22.9562,23.8525,24.5033,24.0328,25.0201,28.7777,27.7361,28,13,25,26,25,26,20,18,35,32
510.196,0.987749,0.00326443,8,511,0,-506.262,2.49952,2.50018,2.49923,2.50015,2.49962,2.5007,2.50017,2.49995,2.4989,2.50034,0.00010986,18.6138,19.5422,21.1471,22.249,23.0656,23.6528,23.2386,24.1336,27.536,26.6054,24,18,15,18,24,20,25,24,23,24
505.47,0.778148,0.00326443,8,255,0,-503.481,2.50061,2.49975,2.4997,2.49997,2.50149,2.50076,2.49953,2.49904,2.49813,2.50093,0.00012844,20.0209,21.1585,23.2282,24.6295,25.7449,26.4602,25.9034,27.067,31.5895,30.3791,21,22,27,23,22,25,18,29,28,24
506.932,0.975215,0.00326443,9,511,0,-498.905,2.49843,2.49934,2.50035,2.49976,2.49941,2.49931,2.49987,2.50025,2.50136,2.49877,0.00012365,19.611,20.7186,22.6902,23.9864,24.986,25.669,25.1929,26.304,30.5833,29.299,27,22,31,23,26,28,25,22,35,38
