# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code2_model
# start_datetime = 2023-04-16 10:04:39 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/tmphq3csp0a/17toygqy.json
# init = 2 (Default)
# random
#   seed = 78303
# output
#   file = /home/lab5/output/code2-20230416100439_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
# Adaptation terminated
# Step size = 0.0035728
# Diagonal elements of inverse mass matrix:
# 1.08367e-05, 9.90113e-06
503.084,1,0.0035728,2,3,0,-502.39,1.89903,0.000212099,15.1556,16.6275,19.3997,21.3606,22.9239,24.0138,23.2322,25.0013,32.3162,30.1572,24,18,18,26,17,33,30,18,31,40
503.207,0.998837,0.0035728,5,55,0,-502.863,1.89899,0.000207196,14.8707,16.28,18.9266,20.7933,22.2787,23.3129,22.5714,24.2489,31.1582,29.1231,14,23,18,21,16,28,20,25,38,36
503.289,0.999718,0.0035728,7,199,0,-502.554,1.90095,0.000207191,14.8995,16.3115,18.9631,20.8335,22.3216,23.3578,22.6149,24.2956,31.2181,29.1791,23,17,22,17,12,23,22,28,30,37
502.68,0.913577,0.0035728,2,3,0,-502.584,1.90096,0.000192944,14.1017,15.3423,17.6526,19.2687,20.5473,21.4342,20.7986,22.2345,28.0814,26.3695,14,9,24,14,31,25,23,32,34,26
503.262,0.980853,0.0035728,2,7,0,-502.375,1.90097,0.000202965,14.6586,16.0181,18.565,20.3569,21.7804,22.7703,22.0607,23.6656,30.2535,28.3165,17,15,20,24,30,20,32,23,30,25
502.596,0.906527,0.0035728,2,3,0,-502.418,1.90096,0.000218215,15.5479,17.1035,20.044,22.1314,23.7995,24.9644,24.1289,26.0212,33.8844,31.5576,14,21,18,20,25,23,32,29,26,42
502.503,0.810634,0.0035728,2,3,0,-500.975,1.90097,0.000191335,14.0145,15.2367,17.5106,19.0997,20.3563,21.2274,20.6031,22.0133,27.7479,26.07,18,15,19,22,15,21,21,24,33,20
502.313,0.955553,0.0035728,1,1,0,-502.151,1.90096,0.000189691,13.9258,15.1293,17.3665,18.9283,20.1626,21.0178,20.405,21.7891,27.4108,25.7671,20,18,17,14,16,23,26,22,19,16
502.06,0.998234,0.0035728,6,79,0,-501.514,1.90141,0.000192012,14.0575,15.2879,17.5782,19.1793,20.4457,21.3237,20.6945,22.116,27.9003,26.2074,10,16,21,23,18,26,18,30,27,21
502.767,0.990238,0.0035728,2,3,0,-502.003,1.90141,0.00020593,14.8339,16.2308,18.852,20.6996,22.1688,23.1915,22.4583,24.1169,30.9412,28.9322,15,13,15,18,14,24,19,24,32,28
502.6,0.843665,0.0035728,6,75,0,-501.215,1.90065,0.000190057,13.9411,15.1484,17.393,18.9604,20.1992,21.0576,20.4425,21.8319,27.4768,25.8261,11,11,20,22,20,21,20,22,28,30
503.1,0.980088,0.0035728,6,67,0,-501.817,1.90099,0.000211678,15.1606,16.6299,19.3966,21.3531,22.9126,23.9998,23.2202,24.9847,32.2782,30.1259,12,26,23,17,23,15,29,26,35,36
502.166,0.977383,0.0035728,7,159,0,-496.696,1.90179,0.000203988,14.7286,16.1019,18.6759,20.4881,21.9282,22.93,22.2118,23.8362,30.5092,28.5464,15,13,16,20,18,24,25,22,29,24
502.186,0.833053,0.0035728,2,3,0,-500.935,1.90177,0.000203468,14.6989,16.0657,18.6269,20.4295,21.8617,22.8579,22.1437,23.7589,30.3912,28.4407,17,16,19,28,23,33,18,29,32,28
500.269,0.736199,0.0035728,2,3,0,-499.475,1.90179,0.000226289,16.0537,17.7224,20.8915,23.1519,24.9639,26.2323,25.3224,27.3847,36.0099,33.4491,16,17,17,17,26,29,20,29,24,35
502.042,0.939569,0.0035728,2,3,0,-499.796,1.90179,0.000199594,14.4807,15.8005,18.2679,20.0006,21.3751,22.3302,21.6456,23.1933,29.529,27.6688,14,19,14,24,17,18,32,18,28,30
502.183,0.837869,0.0035728,2,3,0,-500.711,1.90177,0.000207579,14.9341,16.3521,19.0157,20.8949,22.3903,23.4317,22.6851,24.3743,31.3339,29.2836,13,19,19,18,18,26,31,23,37,31
501.864,0.864905,0.0035728,5,35,0,-500.935,1.90159,0.000217535,15.5169,17.0643,19.9881,22.063,23.7205,24.8779,24.0478,25.9277,33.7347,31.4252,17,19,17,21,19,26,30,30,30,33
502.477,0.974745,0.0035728,2,3,0,-501.599,1.9016,0.000206401,14.8638,16.2668,18.9003,20.757,22.2339,23.2619,22.5249,24.1923,31.0556,29.0347,13,10,23,22,22,28,16,24,35,27
501.936,0.920158,0.0035728,2,3,0,-501.827,1.90161,0.000193686,14.1514,15.4014,17.7301,19.3598,20.6496,21.5443,20.9031,22.352,28.2551,26.5262,16,21,23,19,25,26,20,23,29,28
502.469,1,0.0035728,2,3,0,-501.959,1.9016,0.000203701,14.7096,16.0791,18.6456,20.4522,21.8876,22.8861,22.1703,23.7893,30.4386,28.483,12,11,17,18,18,18,22,22,21,29
