# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code4_model
# start_datetime = 2023-04-16 11:34:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/tmphq3csp0a/x9k19esu.json
# init = 2 (Default)
# random
#   seed = 68384
# output
#   file = /home/lab5/output/code4-20230416113455_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa.1,alfa.2,alfa.3,alfa.4,alfa.5,alfa.6,alfa.7,alfa.8,alfa.9,alfa.10,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,accidents_number.1,accidents_number.2,accidents_number.3,accidents_number.4,accidents_number.5,accidents_number.6,accidents_number.7,accidents_number.8,accidents_number.9,accidents_number.10
# Adaptation terminated
# Step size = 0.00310216
# Diagonal elements of inverse mass matrix:
# 1.09669e-05, 1.09321e-05, 1.10456e-05, 1.09821e-05, 1.08182e-05, 1.09508e-05, 1.07372e-05, 1.09693e-05, 1.0786e-05, 1.08911e-05, 9.90111e-06
509.629,0.980915,0.00310216,8,255,0,-505.731,2.49899,2.49983,2.49943,2.49968,2.50015,2.49962,2.50053,2.49952,2.50002,2.49871,0.000112811,18.8172,19.7849,21.4673,22.6011,23.4773,24.0517,23.6538,24.5704,28.178,27.1249,18,24,19,24,26,27,19,23,28,21
508.169,0.999656,0.00310216,8,255,0,-500.915,2.49859,2.49953,2.50115,2.50047,2.50093,2.50115,2.50043,2.49991,2.50081,2.50024,0.000111608,18.7227,19.6769,21.3746,22.4703,23.332,23.9144,23.4847,24.3968,27.9494,26.9353,18,9,25,19,24,26,26,18,28,33
505.902,0.978743,0.00310216,8,255,0,-499.825,2.4996,2.49884,2.49892,2.50105,2.49977,2.49916,2.50057,2.50027,2.49798,2.49856,0.000115367,19.0157,19.9837,21.7339,22.9513,23.8196,24.4142,24.0125,24.9832,28.6599,27.618,22,14,20,20,20,26,20,25,26,36
506.008,1,0.00310216,9,511,0,-501.806,2.50016,2.50105,2.50095,2.49893,2.50023,2.50096,2.49949,2.49972,2.50218,2.5014,0.000106846,18.4103,19.3075,20.8648,21.8577,22.6789,23.2328,22.8153,23.6799,27.0143,26.0692,12,10,17,28,19,14,16,20,24,30
506.79,0.969547,0.00310216,9,511,0,-501.445,2.50138,2.50057,2.50116,2.49978,2.49959,2.50127,2.49982,2.49911,2.50094,2.49856,0.000116119,19.1049,20.0831,21.865,23.0169,23.9197,24.5772,24.1009,25.071,28.906,27.766,21,20,20,32,28,23,15,30,29,25
506.759,0.999997,0.00310216,9,511,0,-502.731,2.49867,2.49937,2.49884,2.50025,2.5004,2.49874,2.50016,2.50093,2.49907,2.50147,0.000115807,19.0304,20.0321,21.7803,22.9884,23.8958,24.469,24.0651,25.0682,28.7854,27.7856,18,29,18,18,26,22,23,30,36,34
