# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code2_model
# start_datetime = 2023-04-16 10:04:39 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /tmp/tmphq3csp0a/17toygqy.json
# init = 2 (Default)
# random
#   seed = 78303
# output
#   file = /home/lab5/output/code2-20230416100439_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
# Adaptation terminated
# Step size = 0.00354815
# Diagonal elements of inverse mass matrix:
# 1.11147e-05, 9.9011e-06
503.205,0.986275,0.00354815,7,147,0,-502.385,1.89917,0.000212062,15.1555,16.6271,19.3986,21.3591,22.922,24.0116,23.2302,24.9988,32.3115,30.1532,13,14,13,18,31,24,11,27,44,31
503.125,0.998924,0.00354815,5,59,0,-502.925,1.89903,0.000211193,15.1026,16.5628,19.3114,21.2546,22.8032,23.8827,23.1087,24.8605,32.099,29.9633,6,28,16,23,21,26,18,23,32,28
503.229,0.897451,0.00354815,4,23,0,-502.243,1.8991,0.000200905,14.5152,15.8472,18.3394,20.0908,21.4809,22.4471,21.7545,23.3205,29.7381,27.8528,19,16,18,18,19,28,24,14,29,23
501.947,0.96942,0.00354815,6,103,0,-500.16,1.8983,0.00021443,15.2814,16.7826,19.6138,21.6193,23.2194,24.3358,23.5352,25.3478,32.8566,30.6382,21,12,24,26,36,25,26,28,41,33
501.883,0.856223,0.00354815,2,3,0,-500.86,1.89829,0.000196206,14.2426,15.5177,17.8968,19.5641,20.8851,21.802,21.1448,22.6302,28.6941,26.9162,13,18,13,28,27,18,21,33,22,29
500.689,0.828746,0.00354815,1,3,0,-500.676,1.89829,0.0001859,13.6867,14.845,16.9932,18.4896,19.6704,20.4878,19.9021,21.2243,26.5781,25.0152,19,12,11,17,16,22,25,25,41,31
502.416,0.998458,0.00354815,6,99,0,-499.051,1.89944,0.000222115,15.76,17.3664,20.4098,22.5753,24.3083,25.52,24.6509,26.62,34.828,32.3953,19,29,24,22,23,30,21,21,45,31
