lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa.1,alfa.2,alfa.3,alfa.4,alfa.5,alfa.6,alfa.7,alfa.8,alfa.9,alfa.10,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
# Adaptation terminated
# Step size = 1.55182e-50
# Diagonal elements of inverse mass matrix:
# 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 5.04775e-05
-2.48319e+91,1,1.55182e-50,1,1,0,2.48321e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0282001,6.60307e+46,2.97275e+53,2.37136e+61,2.0119e+66,1.33629e+71,2.02067e+74,2.22397e+72,1.60031e+76,2.48281e+91,3.77582e+87,0,0,0,0,0,0,0,0,0,0
-2.4831e+91,1,1.55182e-50,2,3,0,2.48319e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0282001,6.60295e+46,2.97269e+53,2.37131e+61,2.01185e+66,1.33625e+71,2.02061e+74,2.22391e+72,1.60027e+76,2.48273e+91,3.7757e+87,0,0,0,0,0,0,0,0,0,0
-2.47781e+91,1,1.55182e-50,5,31,0,2.4831e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281998,6.59564e+46,2.96902e+53,2.36789e+61,2.00868e+66,1.33403e+71,2.01712e+74,2.22016e+72,1.59741e+76,2.47743e+91,3.76801e+87,0,0,0,0,0,0,0,0,0,0
-2.47779e+91,1,1.55182e-50,1,1,0,2.47781e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281998,6.59561e+46,2.96901e+53,2.36788e+61,2.00867e+66,1.33402e+71,2.0171e+74,2.22014e+72,1.5974e+76,2.47741e+91,3.76798e+87,0,0,0,0,0,0,0,0,0,0
-2.47777e+91,1,1.55182e-50,1,1,0,2.47779e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281998,6.59558e+46,2.969e+53,2.36786e+61,2.00866e+66,1.33401e+71,2.01709e+74,2.22013e+72,1.59739e+76,2.47739e+91,3.76795e+87,0,0,0,0,0,0,0,0,0,0
-2.47775e+91,1,1.55182e-50,1,1,0,2.47777e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281998,6.59555e+46,2.96898e+53,2.36785e+61,2.00865e+66,1.334e+71,2.01707e+74,2.22012e+72,1.59738e+76,2.47737e+91,3.76792e+87,0,0,0,0,0,0,0,0,0,0
-2.47248e+91,1,1.55182e-50,5,31,0,2.47775e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281995,6.58826e+46,2.96533e+53,2.36444e+61,2.00549e+66,1.33178e+71,2.01359e+74,2.21638e+72,1.59454e+76,2.4721e+91,3.76026e+87,0,0,0,0,0,0,0,0,0,0
-2.47246e+91,1,1.55182e-50,1,1,0,2.47248e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281995,6.58823e+46,2.96531e+53,2.36443e+61,2.00548e+66,1.33177e+71,2.01358e+74,2.21637e+72,1.59452e+76,2.47208e+91,3.76023e+87,0,0,0,0,0,0,0,0,0,0
-2.47244e+91,1,1.55182e-50,1,1,0,2.47246e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281995,6.5882e+46,2.9653e+53,2.36442e+61,2.00547e+66,1.33176e+71,2.01356e+74,2.21635e+72,1.59451e+76,2.47206e+91,3.7602e+87,0,0,0,0,0,0,0,0,0,0
-2.47242e+91,1,1.55182e-50,1,1,0,2.47244e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281995,6.58817e+46,2.96528e+53,2.3644e+61,2.00546e+66,1.33175e+71,2.01355e+74,2.21634e+72,1.5945e+76,2.47204e+91,3.76017e+87,0,0,0,0,0,0,0,0,0,0
-2.4724e+91,1,1.55182e-50,1,1,0,2.47242e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281995,6.58814e+46,2.96527e+53,2.36439e+61,2.00545e+66,1.33175e+71,2.01354e+74,2.21632e+72,1.59449e+76,2.47202e+91,3.76014e+87,0,0,0,0,0,0,0,0,0,0
-2.47231e+91,1,1.55182e-50,2,3,0,2.4724e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281995,6.58803e+46,2.96521e+53,2.36434e+61,2.0054e+66,1.33171e+71,2.01348e+74,2.21626e+72,1.59445e+76,2.47194e+91,3.76002e+87,0,0,0,0,0,0,0,0,0,0
-2.47223e+91,1,1.55182e-50,2,3,0,2.47231e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281995,6.58791e+46,2.96516e+53,2.36428e+61,2.00535e+66,1.33168e+71,2.01343e+74,2.21621e+72,1.5944e+76,2.47186e+91,3.7599e+87,0,0,0,0,0,0,0,0,0,0
-2.47215e+91,1,1.55182e-50,2,3,0,2.47223e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281995,6.5878e+46,2.9651e+53,2.36423e+61,2.0053e+66,1.33164e+71,2.01337e+74,2.21615e+72,1.59436e+76,2.47177e+91,3.75978e+87,0,0,0,0,0,0,0,0,0,0
-2.47207e+91,1,1.55182e-50,2,3,0,2.47215e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281995,6.58769e+46,2.96504e+53,2.36418e+61,2.00525e+66,1.33161e+71,2.01332e+74,2.21609e+72,1.59431e+76,2.47169e+91,3.75966e+87,0,0,0,0,0,0,0,0,0,0
-2.47205e+91,1,1.55182e-50,1,1,0,2.47207e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281995,6.58766e+46,2.96503e+53,2.36416e+61,2.00524e+66,1.3316e+71,2.01331e+74,2.21608e+72,1.5943e+76,2.47167e+91,3.75963e+87,0,0,0,0,0,0,0,0,0,0
-2.47172e+91,1,1.55182e-50,3,7,0,2.47205e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281995,6.5872e+46,2.9648e+53,2.36395e+61,2.00504e+66,1.33146e+71,2.01309e+74,2.21584e+72,1.59413e+76,2.47134e+91,3.75915e+87,0,0,0,0,0,0,0,0,0,0
-2.47139e+91,1,1.55182e-50,3,7,0,2.47172e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281995,6.58675e+46,2.96457e+53,2.36374e+61,2.00484e+66,1.33132e+71,2.01287e+74,2.21561e+72,1.59395e+76,2.47101e+91,3.75867e+87,0,0,0,0,0,0,0,0,0,0
-2.47131e+91,1,1.55182e-50,2,3,0,2.47139e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281995,6.58664e+46,2.96452e+53,2.36369e+61,2.00479e+66,1.33129e+71,2.01282e+74,2.21555e+72,1.5939e+76,2.47093e+91,3.75856e+87,0,0,0,0,0,0,0,0,0,0
-2.47129e+91,1,1.55182e-50,1,1,0,2.47131e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281995,6.58661e+46,2.9645e+53,2.36367e+61,2.00478e+66,1.33128e+71,2.0128e+74,2.21554e+72,1.59389e+76,2.47091e+91,3.75853e+87,0,0,0,0,0,0,0,0,0,0
-2.47127e+91,1,1.55182e-50,1,1,0,2.47129e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281995,6.58658e+46,2.96449e+53,2.36366e+61,2.00477e+66,1.33127e+71,2.01279e+74,2.21552e+72,1.59388e+76,2.47089e+91,3.7585e+87,0,0,0,0,0,0,0,0,0,0
-2.38914e+91,1,1.55182e-50,7,127,0,2.47127e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281949,6.47189e+46,2.90709e+53,2.31024e+61,1.95542e+66,1.29654e+71,1.95832e+74,2.1571e+72,1.54941e+76,2.38877e+91,3.63897e+87,0,0,0,0,0,0,0,0,0,0
-2.38912e+91,1,1.55182e-50,1,1,0,2.38914e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281949,6.47186e+46,2.90707e+53,2.31023e+61,1.95541e+66,1.29653e+71,1.95831e+74,2.15709e+72,1.5494e+76,2.38875e+91,3.63894e+87,0,0,0,0,0,0,0,0,0,0
-2.38904e+91,1,1.55182e-50,2,3,0,2.38912e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281949,6.47175e+46,2.90702e+53,2.31018e+61,1.95536e+66,1.2965e+71,1.95826e+74,2.15703e+72,1.54936e+76,2.38868e+91,3.63883e+87,0,0,0,0,0,0,0,0,0,0
-2.38873e+91,1,1.55182e-50,3,7,0,2.38904e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281949,6.47132e+46,2.9068e+53,2.30998e+61,1.95518e+66,1.29636e+71,1.95806e+74,2.15681e+72,1.54919e+76,2.38837e+91,3.63839e+87,0,0,0,0,0,0,0,0,0,0
-2.38843e+91,1,1.55182e-50,3,7,0,2.38873e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281949,6.47089e+46,2.90659e+53,2.30978e+61,1.95499e+66,1.29623e+71,1.95785e+74,2.15659e+72,1.54903e+76,2.38806e+91,3.63794e+87,0,0,0,0,0,0,0,0,0,0
-2.38841e+91,1,1.55182e-50,1,1,0,2.38843e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281949,6.47086e+46,2.90657e+53,2.30977e+61,1.95498e+66,1.29623e+71,1.95784e+74,2.15658e+72,1.54902e+76,2.38804e+91,3.63791e+87,0,0,0,0,0,0,0,0,0,0
-2.38839e+91,1,1.55182e-50,1,1,0,2.38841e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281949,6.47084e+46,2.90656e+53,2.30975e+61,1.95497e+66,1.29622e+71,1.95783e+74,2.15657e+72,1.54901e+76,2.38802e+91,3.63788e+87,0,0,0,0,0,0,0,0,0,0
-2.38837e+91,1,1.55182e-50,1,1,0,2.38839e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281949,6.47081e+46,2.90655e+53,2.30974e+61,1.95496e+66,1.29621e+71,1.95781e+74,2.15655e+72,1.54899e+76,2.38801e+91,3.63786e+87,0,0,0,0,0,0,0,0,0,0
-2.38835e+91,1,1.55182e-50,1,1,0,2.38837e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281949,6.47078e+46,2.90653e+53,2.30973e+61,1.95495e+66,1.2962e+71,1.9578e+74,2.15654e+72,1.54898e+76,2.38799e+91,3.63783e+87,0,0,0,0,0,0,0,0,0,0
-2.38345e+91,1,1.55182e-50,5,31,0,2.38835e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281946,6.46388e+46,2.90308e+53,2.30652e+61,1.95199e+66,1.29412e+71,1.95454e+74,2.15304e+72,1.54633e+76,2.38309e+91,3.6307e+87,0,0,0,0,0,0,0,0,0,0
-2.37858e+91,1,1.55182e-50,5,31,0,2.38345e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281943,6.45701e+46,2.89965e+53,2.30333e+61,1.94905e+66,1.29205e+71,1.9513e+74,2.14956e+72,1.54368e+76,2.37821e+91,3.62359e+87,0,0,0,0,0,0,0,0,0,0
-2.37827e+91,1,1.55182e-50,3,7,0,2.37858e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281943,6.45658e+46,2.89943e+53,2.30313e+61,1.94886e+66,1.29192e+71,1.95109e+74,2.14934e+72,1.54351e+76,2.37791e+91,3.62315e+87,0,0,0,0,0,0,0,0,0,0
-2.37825e+91,1,1.55182e-50,1,1,0,2.37827e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281943,6.45655e+46,2.89942e+53,2.30312e+61,1.94885e+66,1.29191e+71,1.95108e+74,2.14933e+72,1.5435e+76,2.37789e+91,3.62312e+87,0,0,0,0,0,0,0,0,0,0
-2.37818e+91,1,1.55182e-50,2,3,0,2.37825e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281943,6.45644e+46,2.89936e+53,2.30307e+61,1.9488e+66,1.29188e+71,1.95103e+74,2.14927e+72,1.54346e+76,2.37782e+91,3.62301e+87,0,0,0,0,0,0,0,0,0,0
-2.37816e+91,1,1.55182e-50,1,1,0,2.37818e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281943,6.45642e+46,2.89935e+53,2.30306e+61,1.94879e+66,1.29187e+71,1.95102e+74,2.14926e+72,1.54345e+76,2.3778e+91,3.62298e+87,0,0,0,0,0,0,0,0,0,0
-2.37808e+91,1,1.55182e-50,2,3,0,2.37816e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281943,6.45631e+46,2.8993e+53,2.30301e+61,1.94875e+66,1.29184e+71,1.95097e+74,2.1492e+72,1.54341e+76,2.37772e+91,3.62287e+87,0,0,0,0,0,0,0,0,0,0
-2.37801e+91,1,1.55182e-50,2,3,0,2.37808e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281943,6.4562e+46,2.89924e+53,2.30296e+61,1.9487e+66,1.29181e+71,1.95092e+74,2.14915e+72,1.54337e+76,2.37764e+91,3.62276e+87,0,0,0,0,0,0,0,0,0,0
-2.37799e+91,1,1.55182e-50,1,1,0,2.37801e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281943,6.45618e+46,2.89923e+53,2.30295e+61,1.94869e+66,1.2918e+71,1.9509e+74,2.14914e+72,1.54336e+76,2.37763e+91,3.62274e+87,0,0,0,0,0,0,0,0,0,0
-2.37677e+91,1,1.55182e-50,4,15,0,2.37799e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281942,6.45446e+46,2.89837e+53,2.30215e+61,1.94796e+66,1.29128e+71,1.95009e+74,2.14827e+72,1.5427e+76,2.37641e+91,3.62097e+87,0,0,0,0,0,0,0,0,0,0
-2.3767e+91,1,1.55182e-50,2,3,0,2.37677e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281942,6.45435e+46,2.89832e+53,2.3021e+61,1.94791e+66,1.29125e+71,1.95004e+74,2.14821e+72,1.54265e+76,2.37633e+91,3.62086e+87,0,0,0,0,0,0,0,0,0,0
-2.37668e+91,1,1.55182e-50,1,1,0,2.3767e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281942,6.45433e+46,2.89831e+53,2.30209e+61,1.9479e+66,1.29124e+71,1.95003e+74,2.1482e+72,1.54264e+76,2.37632e+91,3.62083e+87,0,0,0,0,0,0,0,0,0,0
-2.37183e+91,1,1.55182e-50,5,31,0,2.37668e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281939,6.44748e+46,2.89488e+53,2.29891e+61,1.94497e+66,1.28918e+71,1.9468e+74,2.14473e+72,1.54001e+76,2.37147e+91,3.61376e+87,0,0,0,0,0,0,0,0,0,0
-2.37181e+91,1,1.55182e-50,1,1,0,2.37183e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281939,6.44745e+46,2.89487e+53,2.2989e+61,1.94496e+66,1.28918e+71,1.94679e+74,2.14472e+72,1.54e+76,2.37145e+91,3.61374e+87,0,0,0,0,0,0,0,0,0,0
-2.37173e+91,1,1.55182e-50,2,3,0,2.37181e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281939,6.44735e+46,2.89482e+53,2.29885e+61,1.94491e+66,1.28914e+71,1.94674e+74,2.14467e+72,1.53996e+76,2.37137e+91,3.61363e+87,0,0,0,0,0,0,0,0,0,0
-2.37166e+91,1,1.55182e-50,2,3,0,2.37173e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281939,6.44724e+46,2.89476e+53,2.2988e+61,1.94486e+66,1.28911e+71,1.94669e+74,2.14461e+72,1.53992e+76,2.3713e+91,3.61352e+87,0,0,0,0,0,0,0,0,0,0
-2.37158e+91,1,1.55182e-50,2,3,0,2.37166e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281939,6.44713e+46,2.89471e+53,2.29875e+61,1.94482e+66,1.28908e+71,1.94664e+74,2.14456e+72,1.53988e+76,2.37122e+91,3.61341e+87,0,0,0,0,0,0,0,0,0,0
-2.37156e+91,1,1.55182e-50,1,1,0,2.37158e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281939,6.44711e+46,2.8947e+53,2.29874e+61,1.94481e+66,1.28907e+71,1.94663e+74,2.14455e+72,1.53986e+76,2.3712e+91,3.61338e+87,0,0,0,0,0,0,0,0,0,0
-2.37149e+91,1,1.55182e-50,2,3,0,2.37156e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281939,6.447e+46,2.89464e+53,2.29869e+61,1.94476e+66,1.28904e+71,1.94658e+74,2.14449e+72,1.53982e+76,2.37113e+91,3.61327e+87,0,0,0,0,0,0,0,0,0,0
-2.37147e+91,1,1.55182e-50,1,1,0,2.37149e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281939,6.44697e+46,2.89463e+53,2.29867e+61,1.94475e+66,1.28903e+71,1.94656e+74,2.14448e+72,1.53981e+76,2.37111e+91,3.61324e+87,0,0,0,0,0,0,0,0,0,0
-2.37139e+91,1,1.55182e-50,2,3,0,2.37147e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281939,6.44687e+46,2.89458e+53,2.29863e+61,1.9447e+66,1.289e+71,1.94651e+74,2.14442e+72,1.53977e+76,2.37103e+91,3.61313e+87,0,0,0,0,0,0,0,0,0,0
-2.37132e+91,1,1.55182e-50,2,3,0,2.37139e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281939,6.44676e+46,2.89452e+53,2.29858e+61,1.94466e+66,1.28897e+71,1.94646e+74,2.14437e+72,1.53973e+76,2.37096e+91,3.61302e+87,0,0,0,0,0,0,0,0,0,0
-2.3713e+91,1,1.55182e-50,1,1,0,2.37132e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281939,6.44673e+46,2.89451e+53,2.29856e+61,1.94465e+66,1.28896e+71,1.94645e+74,2.14436e+72,1.53972e+76,2.37094e+91,3.61299e+87,0,0,0,0,0,0,0,0,0,0
-2.37122e+91,1,1.55182e-50,2,3,0,2.3713e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281939,6.44663e+46,2.89446e+53,2.29851e+61,1.9446e+66,1.28893e+71,1.9464e+74,2.1443e+72,1.53968e+76,2.37086e+91,3.61288e+87,0,0,0,0,0,0,0,0,0,0
-2.37115e+91,1,1.55182e-50,2,3,0,2.37122e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281939,6.44652e+46,2.8944e+53,2.29846e+61,1.94456e+66,1.28889e+71,1.94635e+74,2.14425e+72,1.53964e+76,2.37079e+91,3.61277e+87,0,0,0,0,0,0,0,0,0,0
-2.37113e+91,1,1.55182e-50,1,1,0,2.37115e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281939,6.44649e+46,2.89439e+53,2.29845e+61,1.94454e+66,1.28889e+71,1.94634e+74,2.14423e+72,1.53963e+76,2.37077e+91,3.61275e+87,0,0,0,0,0,0,0,0,0,0
-2.37111e+91,1,1.55182e-50,1,1,0,2.37113e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281939,6.44647e+46,2.89438e+53,2.29844e+61,1.94453e+66,1.28888e+71,1.94632e+74,2.14422e+72,1.53962e+76,2.37075e+91,3.61272e+87,0,0,0,0,0,0,0,0,0,0
-2.37104e+91,1,1.55182e-50,2,3,0,2.37111e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281939,6.44636e+46,2.89432e+53,2.29839e+61,1.94449e+66,1.28885e+71,1.94627e+74,2.14417e+72,1.53958e+76,2.37067e+91,3.61261e+87,0,0,0,0,0,0,0,0,0,0
-2.37102e+91,1,1.55182e-50,1,1,0,2.37104e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281939,6.44633e+46,2.89431e+53,2.29838e+61,1.94448e+66,1.28884e+71,1.94626e+74,2.14415e+72,1.53957e+76,2.37066e+91,3.61258e+87,0,0,0,0,0,0,0,0,0,0
-2.371e+91,1,1.55182e-50,1,1,0,2.37102e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281939,6.44631e+46,2.8943e+53,2.29837e+61,1.94446e+66,1.28883e+71,1.94625e+74,2.14414e+72,1.53956e+76,2.37064e+91,3.61255e+87,0,0,0,0,0,0,0,0,0,0
-2.37092e+91,1,1.55182e-50,2,3,0,2.371e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281939,6.4462e+46,2.89424e+53,2.29832e+61,1.94442e+66,1.2888e+71,1.9462e+74,2.14409e+72,1.53952e+76,2.37056e+91,3.61244e+87,0,0,0,0,0,0,0,0,0,0
-2.37085e+91,1,1.55182e-50,2,3,0,2.37092e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281939,6.44609e+46,2.89419e+53,2.29827e+61,1.94437e+66,1.28877e+71,1.94615e+74,2.14403e+72,1.53947e+76,2.37049e+91,3.61233e+87,0,0,0,0,0,0,0,0,0,0
-2.37054e+91,1,1.55182e-50,3,7,0,2.37085e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281939,6.44567e+46,2.89398e+53,2.29807e+61,1.94419e+66,1.28864e+71,1.94595e+74,2.14382e+72,1.53931e+76,2.37018e+91,3.61189e+87,0,0,0,0,0,0,0,0,0,0
-2.37047e+91,1,1.55182e-50,2,3,0,2.37054e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281939,6.44556e+46,2.89392e+53,2.29802e+61,1.94414e+66,1.28861e+71,1.9459e+74,2.14376e+72,1.53927e+76,2.37011e+91,3.61178e+87,0,0,0,0,0,0,0,0,0,0
-2.37039e+91,1,1.55182e-50,2,3,0,2.37047e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281939,6.44545e+46,2.89387e+53,2.29797e+61,1.9441e+66,1.28857e+71,1.94585e+74,2.14371e+72,1.53923e+76,2.37003e+91,3.61167e+87,0,0,0,0,0,0,0,0,0,0
-2.37038e+91,1,1.55182e-50,1,1,0,2.37039e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281939,6.44543e+46,2.89386e+53,2.29796e+61,1.94409e+66,1.28857e+71,1.94583e+74,2.14369e+72,1.53922e+76,2.37001e+91,3.61165e+87,0,0,0,0,0,0,0,0,0,0
-2.3703e+91,1,1.55182e-50,2,3,0,2.37038e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281938,6.44532e+46,2.8938e+53,2.29791e+61,1.94404e+66,1.28853e+71,1.94578e+74,2.14364e+72,1.53918e+76,2.36994e+91,3.61154e+87,0,0,0,0,0,0,0,0,0,0
-2.37028e+91,1,1.55182e-50,1,1,0,2.3703e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281938,6.44529e+46,2.89379e+53,2.2979e+61,1.94403e+66,1.28853e+71,1.94577e+74,2.14363e+72,1.53917e+76,2.36992e+91,3.61151e+87,0,0,0,0,0,0,0,0,0,0
-2.37021e+91,1,1.55182e-50,2,3,0,2.37028e+91,-1.13057,1.86604,-0.440784,-1.8951,-0.181986,0.963477,0.853388,-0.0226006,0.833236,1.23536,0.0281938,6.44519e+46,2.89374e+53,2.29785e+61,1.94399e+66,1.28849e+71,1.94572e+74,2.14357e+72,1.53913e+76,2.36984e+91,3.6114e+87,0,0,0,0,0,0,0,0,0,0
