# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code2_model
# start_datetime = 2023-04-16 10:40:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /tmp/tmphq3csp0a/wpkq61od.json
# init = 2 (Default)
# random
#   seed = 2224
# output
#   file = /home/lab5/output/code2-20230416104041_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
# Adaptation terminated
# Step size = 0.000619321
# Diagonal elements of inverse mass matrix:
# 9.90099e-06, 5.07306e-05
-1.44854e+06,0.998861,0.000619321,1,1,0,1.44854e+06,0.197647,0.000467767,7.42335,9.10701,12.7957,15.8232,18.4903,20.4848,19.0433,22.3888,39.4313,33.8543,9,8,8,17,9,25,16,13,33,24
-1.44853e+06,0.991441,0.000619321,2,3,0,1.44854e+06,0.197653,0.000480447,7.79607,9.61741,13.638,16.9621,19.905,22.1135,20.5167,24.2272,43.3287,37.0471,10,12,14,16,17,21,24,29,39,36
-1.44851e+06,0.980704,0.000619321,2,3,0,1.44853e+06,0.197667,0.000489173,8.06347,9.98529,14.2498,17.7934,20.9413,23.3092,21.5967,25.5795,46.233,39.418,4,15,14,19,27,23,23,19,56,40
-1.44849e+06,0.997357,0.000619321,2,3,0,1.44851e+06,0.19768,0.00048856,8.04451,9.95914,14.2061,17.7339,20.867,23.2235,21.5193,25.4825,46.0234,39.2472,12,8,12,15,23,19,21,20,47,43
-1.44849e+06,0.999138,0.000619321,1,1,0,1.44849e+06,0.19768,0.000488701,8.04886,9.96513,14.2161,17.7476,20.884,23.2431,21.537,25.5047,46.0713,39.2863,7,10,12,16,24,17,26,38,40,56
-1.44848e+06,0.961088,0.000619321,2,3,0,1.44849e+06,0.197683,0.000495093,8.25011,10.2429,14.6804,18.3804,21.6748,24.1571,22.3615,26.5398,48.3133,41.1123,6,1,9,16,25,21,20,25,48,40
-1.44846e+06,0.983063,0.000619321,2,3,0,1.44848e+06,0.197697,0.000475066,7.63603,9.39785,13.2746,16.4699,19.2928,21.4081,19.8789,23.4304,41.6318,35.6587,12,5,16,15,19,26,23,22,42,40
-1.44844e+06,0.992449,0.000619321,2,3,0,1.44846e+06,0.197704,0.000464142,7.32054,8.96666,12.5654,15.5128,18.1057,20.0428,18.6429,21.8906,38.3851,32.9951,8,10,15,18,21,33,13,35,42,35
-1.44843e+06,1,0.000619321,2,3,0,1.44844e+06,0.197715,0.000467272,7.40967,9.08826,12.7648,15.7814,18.4383,20.4251,18.9892,22.3214,39.289,33.7377,12,10,16,14,21,17,13,30,38,25
-1.44842e+06,1,0.000619321,1,1,0,1.44843e+06,0.197717,0.000469589,7.47632,9.17931,12.9144,15.9832,18.6885,20.7128,19.2497,22.6458,39.9718,34.2981,5,14,14,19,23,26,25,26,51,36
-1.44842e+06,0.998937,0.000619321,3,7,0,1.44842e+06,0.197721,0.000468242,7.43755,9.12632,12.8273,15.8657,18.5428,20.5452,19.0979,22.4568,39.5738,33.9714,9,10,9,16,29,23,18,27,42,35
-1.44841e+06,0.995609,0.000619321,2,3,0,1.44842e+06,0.197724,0.000473787,7.59859,9.34655,13.1899,16.3553,19.1503,21.2441,19.7306,23.2452,41.2389,35.3369,7,9,10,15,23,18,17,19,46,24
-1.44838e+06,0.98605,0.000619321,2,3,0,1.44841e+06,0.197744,0.000460376,7.21512,8.82301,12.3303,15.1965,17.7143,19.5935,18.2356,21.3845,37.3272,32.1252,9,6,20,20,15,23,24,19,36,30
-1.44837e+06,0.997552,0.000619321,1,1,0,1.44838e+06,0.197746,0.000459722,7.19693,8.79825,12.2898,15.1422,17.6471,19.5163,18.1657,21.2977,37.1463,31.9763,10,5,15,16,15,9,19,27,40,31
-1.44837e+06,0.98082,0.000619321,2,3,0,1.44838e+06,0.197751,0.000452376,6.99559,8.5247,11.8443,14.5447,16.9093,18.6703,17.3982,20.346,35.1724,30.3497,3,4,19,14,14,22,29,27,36,28
-1.44835e+06,0.988379,0.000619321,2,3,0,1.44837e+06,0.197762,0.000449609,6.92128,8.42396,11.6808,14.3259,16.6397,18.3614,17.1177,19.9989,34.4568,29.759,5,10,7,10,14,19,13,22,28,39
-1.44833e+06,1,0.000619321,3,7,0,1.44835e+06,0.197774,0.000459422,7.18878,8.78713,12.2716,15.1177,17.6168,19.4815,18.1342,21.2585,37.0644,31.9089,6,9,15,18,15,15,18,12,40,33
-1.44832e+06,1,0.000619321,1,1,0,1.44833e+06,0.197776,0.000462608,7.27781,8.90836,12.4698,15.384,17.9462,19.8596,18.4769,21.6842,37.9527,32.6398,10,8,7,16,18,20,18,29,41,37
-1.44831e+06,0.992047,0.000619321,2,3,0,1.44832e+06,0.197781,0.000470216,7.49491,9.20465,12.956,16.0392,18.7579,20.7925,19.3219,22.7356,40.1609,34.4533,7,5,23,16,24,23,17,26,34,33
-1.44831e+06,0.999004,0.000619321,2,3,0,1.44831e+06,0.197782,0.000472948,7.57445,9.31344,13.1352,16.2812,19.0583,21.1381,19.6347,23.1255,40.9849,35.1289,12,7,13,16,15,24,18,26,43,38
-1.44822e+06,0.993492,0.000619321,3,7,0,1.44831e+06,0.197834,0.000464472,7.33084,8.98058,12.5879,15.5429,18.1428,20.0854,18.6816,21.9385,38.4845,33.077,7,9,11,20,17,21,25,22,37,22
-1.4482e+06,0.999287,0.000619321,3,7,0,1.44822e+06,0.197846,0.000470216,7.49541,9.20526,12.9568,16.0402,18.7592,20.7939,19.3232,22.7372,40.1636,34.4556,8,9,16,12,17,24,17,24,41,31
-1.44819e+06,0.998159,0.000619321,2,3,0,1.4482e+06,0.197856,0.000476886,7.69113,9.4732,13.3988,16.6377,19.5011,21.648,20.0959,23.701,42.2055,36.1287,4,8,17,13,25,15,19,29,33,31
-1.44811e+06,0.964338,0.000619321,3,7,0,1.44819e+06,0.197904,0.000452896,7.01071,8.54507,11.8771,14.5884,16.9631,18.7318,17.454,20.4151,35.3139,30.4667,5,5,17,15,24,26,11,24,36,35
-1.4481e+06,0.995725,0.000619321,2,3,0,1.44811e+06,0.197907,0.000451048,6.96089,8.4775,11.7673,14.4415,16.7819,18.5243,17.2656,20.1818,34.8325,30.0694,5,8,14,16,10,19,15,23,46,34
-1.4481e+06,1,0.000619321,2,3,0,1.4481e+06,0.197908,0.000453635,7.0308,8.57232,11.9214,14.6477,17.0362,18.8156,17.5301,20.5093,35.5087,30.6273,5,6,7,16,16,24,12,25,40,28
-1.44809e+06,1,0.000619321,2,3,0,1.4481e+06,0.19791,0.000455822,7.09046,8.65333,12.0532,14.8243,17.2543,19.0656,17.7569,20.7904,36.0907,31.1071,8,6,7,7,22,22,13,18,44,28
-1.44809e+06,0.986373,0.000619321,1,1,0,1.4481e+06,0.197912,0.000453151,7.01768,8.55452,11.8924,14.6089,16.9884,18.7608,17.4804,20.4477,35.3812,30.5222,8,4,12,21,29,25,17,28,34,31
