# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code2_model
# start_datetime = 2023-04-16 10:40:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /tmp/tmphq3csp0a/wpkq61od.json
# init = 2 (Default)
# random
#   seed = 2224
# output
#   file = /home/lab5/output/code2-20230416104041_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
# Adaptation terminated
# Step size = 6.92136e-07
# Diagonal elements of inverse mass matrix:
# 9.90099e-06, 5.05359e-05
-59569.6,1,6.92136e-07,8,255,0,59633,1.61036,0.000959172,203.494,309.449,621.485,960.616,1322.1,1631.15,1404.46,1957.22,6247.13,4569.63,199,295,613,976,1312,1599,1382,1910,6363,4637
-59570.7,0.999997,6.92136e-07,3,7,0,59571.2,1.61036,0.000959181,203.501,309.461,621.514,960.665,1322.17,1631.24,1404.53,1957.33,6247.56,4569.93,231,288,596,990,1354,1596,1419,1965,6109,4664
-59570.6,1,6.92136e-07,2,3,0,59570.8,1.61036,0.00095918,203.5,309.46,621.511,960.66,1322.17,1631.23,1404.53,1957.32,6247.52,4569.9,208,306,640,919,1371,1600,1418,1899,6268,4582
-59569.9,1,6.92136e-07,2,3,0,59570.6,1.61036,0.000959174,203.496,309.453,621.493,960.63,1322.12,1631.17,1404.48,1957.25,6247.26,4569.72,216,289,658,993,1300,1627,1406,1969,6262,4553
-59570.1,1,6.92136e-07,4,15,0,59570.1,1.61036,0.000959176,203.497,309.454,621.497,960.637,1322.13,1631.18,1404.49,1957.27,6247.32,4569.76,216,346,565,917,1286,1563,1417,1957,6258,4568
-59566.1,1,6.92136e-07,4,15,0,59570.8,1.61036,0.000959144,203.472,309.412,621.398,960.47,1321.89,1630.87,1404.23,1956.88,6245.84,4568.73,220,275,627,922,1345,1642,1388,1999,6227,4550
-59565.1,0.999999,6.92136e-07,3,7,0,59567.1,1.61036,0.000959136,203.466,309.402,621.375,960.431,1321.83,1630.8,1404.17,1956.79,6245.5,4568.49,216,322,616,961,1316,1649,1390,1971,6141,4608
-59480.7,1,6.92136e-07,5,31,0,59566.3,1.61035,0.000958466,202.94,308.511,619.283,956.907,1316.69,1624.21,1398.64,1948.64,6214.45,4546.77,210,315,629,951,1296,1665,1379,1982,6192,4602
-59464.8,1,6.92136e-07,4,15,0,59481.2,1.61035,0.000958339,202.84,308.343,618.889,956.243,1315.72,1622.97,1397.6,1947.11,6208.59,4542.67,202,279,608,990,1329,1729,1384,1854,6231,4579
-59459,1,6.92136e-07,4,15,0,59465.8,1.61035,0.000958293,202.804,308.282,618.744,955.999,1315.36,1622.52,1397.22,1946.54,6206.45,4541.17,215,313,633,981,1370,1574,1466,1911,6221,4532
-59442.5,0.999998,6.92136e-07,3,11,0,59460.4,1.61035,0.000958161,202.701,308.107,618.334,955.309,1314.36,1621.23,1396.14,1944.95,6200.37,4536.92,216,313,621,964,1338,1625,1494,2007,6259,4536
-59442,1,6.92136e-07,3,7,0,59442.8,1.61035,0.000958157,202.698,308.102,618.324,955.29,1314.33,1621.19,1396.11,1944.9,6200.21,4536.81,196,283,632,933,1332,1578,1353,1877,6274,4505
-59441.7,1,6.92136e-07,2,3,0,59442.1,1.61035,0.000958154,202.696,308.098,618.315,955.275,1314.31,1621.17,1396.09,1944.87,6200.08,4536.72,219,294,591,1026,1330,1571,1479,1930,6195,4384
-59391,1,6.92136e-07,5,31,0,59443.1,1.61036,0.00095775,202.379,307.563,617.059,953.16,1311.22,1617.21,1392.77,1939.98,6181.47,4523.69,202,252,615,904,1283,1655,1384,1903,6303,4515
-59357.8,0.999999,6.92136e-07,4,23,0,59392.7,1.61036,0.000957484,202.171,307.211,616.233,951.769,1309.19,1614.62,1390.59,1936.77,6169.24,4515.14,199,293,638,1021,1294,1556,1412,1970,6218,4539
-59345.9,1,6.92136e-07,4,15,0,59358.9,1.61036,0.000957388,202.096,307.085,615.937,951.27,1308.46,1613.69,1389.81,1935.61,6164.85,4512.07,194,307,599,982,1329,1609,1389,1917,6226,4505
-59345.9,1,6.92136e-07,3,7,0,59346,1.61036,0.000957388,202.096,307.084,615.937,951.27,1308.46,1613.69,1389.81,1935.61,6164.85,4512.07,184,321,596,952,1271,1630,1367,1927,6046,4454
-59345.9,1,6.92136e-07,2,3,0,59345.9,1.61036,0.000957389,202.097,307.085,615.938,951.273,1308.47,1613.69,1389.82,1935.62,6164.88,4512.09,196,322,656,1007,1299,1693,1398,1951,6072,4431
-59346.1,1,6.92136e-07,2,3,0,59346.2,1.61036,0.00095739,202.098,307.088,615.944,951.282,1308.48,1613.71,1389.83,1935.64,6164.96,4512.14,204,327,675,978,1313,1624,1432,1972,6309,4716
-59345.2,1,6.92136e-07,5,31,0,59346.8,1.61036,0.000957382,202.092,307.077,615.919,951.241,1308.42,1613.63,1389.77,1935.55,6164.6,4511.89,193,304,641,971,1320,1563,1315,1924,6115,4519
-59344.3,1,6.92136e-07,2,3,0,59345.2,1.61036,0.000957375,202.086,307.068,615.898,951.204,1308.37,1613.56,1389.71,1935.46,6164.27,4511.66,203,318,596,933,1277,1579,1459,1973,6170,4550
-59341.1,1,6.92136e-07,4,15,0,59345,1.61036,0.00095735,202.066,307.034,615.818,951.07,1308.17,1613.31,1389.5,1935.15,6163.1,4510.84,207,306,587,976,1227,1538,1380,1910,6078,4620
-59340.9,1,6.92136e-07,3,7,0,59341.3,1.61036,0.000957348,202.065,307.032,615.813,951.063,1308.16,1613.3,1389.49,1935.13,6163.03,4510.79,206,324,660,970,1306,1585,1364,1956,6192,4454
-59340.5,1,6.92136e-07,3,7,0,59341.6,1.61036,0.000957345,202.063,307.028,615.804,951.046,1308.14,1613.27,1389.46,1935.1,6162.89,4510.69,219,326,626,966,1304,1591,1344,1944,6070,4439
-59321.2,1,6.92136e-07,4,15,0,59341.2,1.61035,0.00095719,201.942,306.823,615.324,950.238,1306.96,1611.76,1388.2,1933.23,6155.78,4505.72,201,292,631,908,1294,1629,1406,1817,6208,4445
-59238.1,1,6.92136e-07,5,31,0,59322.5,1.61036,0.000956521,201.421,305.942,613.259,946.763,1301.89,1605.27,1382.75,1925.2,6125.27,4484.37,205,319,601,958,1335,1609,1430,1956,6219,4526
-59133,1,6.92136e-07,5,31,0,59241.8,1.61035,0.00095567,200.76,304.825,610.641,942.357,1295.46,1597.05,1375.85,1915.04,6086.65,4457.33,203,296,614,956,1329,1588,1410,1934,6194,4357
