# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code2_model
# start_datetime = 2023-04-16 10:42:23 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /tmp/tmphq3csp0a/yvy7vqyh.json
# init = 2 (Default)
# random
#   seed = 45430
# output
#   file = /home/lab5/output/code2-20230416104223_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
# Adaptation terminated
# Step size = 0.00321359
# Diagonal elements of inverse mass matrix:
# 1.07168e-05, 9.90111e-06
500.584,0.74271,0.00321359,1,1,0,-499.219,1.9013,0.000228539,16.1861,17.8861,21.1189,23.4279,25.2804,26.5779,25.6471,27.7574,36.5996,33.9719,19,13,15,29,15,20,33,33,29,39
503.419,0.996221,0.00321359,7,155,0,-500.058,1.89922,0.000206556,14.8373,16.2389,18.8701,20.7253,22.201,23.2283,22.4918,24.1581,31.0175,28.9976,14,18,30,26,27,22,21,21,26,35
503.44,0.945647,0.00321359,7,139,0,-502.278,1.89958,0.00021257,15.1915,16.6703,19.4562,21.4275,22.9992,24.0952,23.3093,25.0883,32.4471,30.2747,10,11,18,29,18,32,25,22,35,39
503.633,0.979154,0.00321359,3,11,0,-503.143,1.89956,0.000204942,14.7502,16.1321,18.724,20.5498,22.0012,23.0111,22.2871,23.9248,30.6581,28.6767,17,16,19,20,23,28,25,23,25,30
502.707,0.803669,0.00321359,1,3,0,-502.307,1.89956,0.000220394,15.6574,17.2404,20.2364,22.366,24.0692,25.2594,24.4057,26.3396,34.3895,32.0054,12,18,20,31,18,24,22,31,26,37
503.663,0.980215,0.00321359,6,127,0,-501.517,1.89975,0.000202416,14.6097,15.9609,18.4912,20.271,21.6845,22.6674,21.9628,23.5561,30.0935,28.1718,13,12,13,20,20,28,24,24,40,22
503.674,0.986682,0.00321359,2,7,0,-503.566,1.89975,0.000208185,14.9389,16.3617,19.0353,20.9222,22.4241,23.4702,22.7202,24.4171,31.412,29.3508,19,18,12,22,17,16,35,18,33,31
502.553,0.852789,0.00321359,2,3,0,-502.088,1.89974,0.000221982,15.7565,17.3616,20.4021,22.5654,24.2966,25.507,24.6388,26.6058,34.8038,32.3742,17,14,24,15,26,20,20,31,37,33
503.617,0.895951,0.00321359,7,131,0,-500.655,1.89954,0.000204316,14.7141,16.0883,18.6646,20.4788,21.9206,22.9237,22.2046,23.8311,30.5149,28.5486,17,11,24,16,26,19,19,14,26,31
503.625,0.994814,0.00321359,2,3,0,-503.574,1.89954,0.000205769,14.797,16.1892,18.8016,20.6427,22.1067,23.1257,22.3951,24.0477,30.8464,28.8451,12,12,23,25,31,19,19,22,30,39
