# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code2_model
# start_datetime = 2023-04-16 11:21:44 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/tmphq3csp0a/sikel5ni.json
# init = 2 (Default)
# random
#   seed = 28044
# output
#   file = /home/lab5/output/code2-20230416112144_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
# Adaptation terminated
# Step size = 1.28394e-15
# Diagonal elements of inverse mass matrix:
# 9.90099e-06, 5.05188e-05
-4.60303e+21,1,1.28394e-15,3,7,0,4.6038e+21,-1.56262,0.00690748,8.12638e+10,1.66282e+12,2.52207e+14,5.80368e+15,5.7898e+16,2.62807e+17,8.94655e+16,9.76369e+17,4.1636e+21,4.38034e+20,0,0,0,0,0,0,0,0,0,0
-4.60225e+21,1,1.28394e-15,3,7,0,4.60303e+21,-1.56262,0.00690746,8.12567e+10,1.66266e+12,2.52179e+14,5.80295e+15,5.78903e+16,2.62771e+17,8.94536e+16,9.76231e+17,4.1629e+21,4.37964e+20,0,0,0,0,0,0,0,0,0,0
-4.6022e+21,1,1.28394e-15,1,1,0,4.60225e+21,-1.56262,0.00690745,8.12563e+10,1.66265e+12,2.52177e+14,5.80291e+15,5.78898e+16,2.62769e+17,8.94528e+16,9.76223e+17,4.16285e+21,4.37959e+20,0,0,0,0,0,0,0,0,0,0
-4.60216e+21,1,1.28394e-15,1,1,0,4.6022e+21,-1.56262,0.00690745,8.12558e+10,1.66264e+12,2.52175e+14,5.80286e+15,5.78894e+16,2.62767e+17,8.94521e+16,9.76214e+17,4.16281e+21,4.37955e+20,0,0,0,0,0,0,0,0,0,0
-4.60211e+21,1,1.28394e-15,1,1,0,4.60216e+21,-1.56262,0.00690745,8.12554e+10,1.66263e+12,2.52173e+14,5.80282e+15,5.78889e+16,2.62764e+17,8.94513e+16,9.76206e+17,4.16276e+21,4.3795e+20,0,0,0,0,0,0,0,0,0,0
-4.55299e+21,1,1.28394e-15,6,63,0,4.60211e+21,-1.56262,0.006906,8.08016e+10,1.65229e+12,2.50342e+14,5.75689e+15,5.7403e+16,2.60476e+17,8.86924e+16,9.67438e+17,4.11815e+21,4.33461e+20,0,0,0,0,0,0,0,0,0,0
-4.55294e+21,1,1.28394e-15,1,1,0,4.55299e+21,-1.56262,0.006906,8.08011e+10,1.65228e+12,2.5034e+14,5.75685e+15,5.74025e+16,2.60474e+17,8.86917e+16,9.67429e+17,4.1181e+21,4.33457e+20,0,0,0,0,0,0,0,0,0,0
-4.55289e+21,1,1.28394e-15,1,1,0,4.55294e+21,-1.56262,0.006906,8.08007e+10,1.65227e+12,2.50338e+14,5.7568e+15,5.7402e+16,2.60472e+17,8.86909e+16,9.67421e+17,4.11806e+21,4.33452e+20,0,0,0,0,0,0,0,0,0,0
-4.55284e+21,1,1.28394e-15,1,1,0,4.55289e+21,-1.56262,0.006906,8.08003e+10,1.65226e+12,2.50337e+14,5.75676e+15,5.74016e+16,2.60469e+17,8.86902e+16,9.67412e+17,4.11802e+21,4.33448e+20,0,0,0,0,0,0,0,0,0,0
-4.5528e+21,1,1.28394e-15,1,1,0,4.55284e+21,-1.56262,0.006906,8.07998e+10,1.65225e+12,2.50335e+14,5.75671e+15,5.74011e+16,2.60467e+17,8.86895e+16,9.67404e+17,4.11797e+21,4.33444e+20,0,0,0,0,0,0,0,0,0,0
-4.55261e+21,1,1.28394e-15,2,3,0,4.5528e+21,-1.56262,0.00690599,8.07981e+10,1.65221e+12,2.50328e+14,5.75654e+15,5.73992e+16,2.60458e+17,8.86865e+16,9.6737e+17,4.1178e+21,4.33426e+20,0,0,0,0,0,0,0,0,0,0
-4.55185e+21,1,1.28394e-15,3,7,0,4.55261e+21,-1.56262,0.00690597,8.07911e+10,1.65205e+12,2.503e+14,5.75583e+15,5.73917e+16,2.60423e+17,8.86748e+16,9.67235e+17,4.11711e+21,4.33357e+20,0,0,0,0,0,0,0,0,0,0
