# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code4_model
# start_datetime = 2023-04-16 11:34:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /tmp/tmphq3csp0a/x9k19esu.json
# init = 2 (Default)
# random
#   seed = 68384
# output
#   file = /home/lab5/output/code4-20230416113455_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa.1,alfa.2,alfa.3,alfa.4,alfa.5,alfa.6,alfa.7,alfa.8,alfa.9,alfa.10,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,accidents_number.1,accidents_number.2,accidents_number.3,accidents_number.4,accidents_number.5,accidents_number.6,accidents_number.7,accidents_number.8,accidents_number.9,accidents_number.10
# Adaptation terminated
# Step size = 0.00374255
# Diagonal elements of inverse mass matrix:
# 1.09409e-05, 1.09821e-05, 1.09268e-05, 1.0953e-05, 1.08755e-05, 1.08883e-05, 1.1052e-05, 1.07265e-05, 1.09122e-05, 1.10391e-05, 9.9011e-06
508.354,0.995677,0.00374255,8,255,0,-505.354,2.50152,2.50049,2.50008,2.49994,2.49907,2.50064,2.49962,2.49977,2.49882,2.50108,0.000106372,18.4015,19.2572,20.7971,21.823,22.5903,23.1589,22.7547,23.6113,26.8292,25.9734,23,22,19,24,28,26,32,25,24,39
508.719,0.92814,0.00374255,8,255,0,-503.445,2.50098,2.50014,2.50025,2.49975,2.49937,2.50105,2.49907,2.49942,2.49944,2.50129,0.000105782,18.3497,19.2018,20.7389,21.7485,22.5195,23.086,22.6633,23.5164,26.7281,25.8699,18,18,20,26,25,26,27,26,20,25
505.543,0.999909,0.00374255,8,255,0,-502.623,2.50221,2.50006,2.49916,2.49936,2.50213,2.5001,2.50048,2.50115,2.49985,2.49996,0.000110803,18.7322,19.6193,21.246,22.3466,23.2507,23.7736,23.3751,24.3049,27.7558,26.7741,16,18,20,25,28,20,18,23,18,31
508.305,0.820384,0.00374255,8,255,0,-501.476,2.50113,2.49991,2.49903,2.49893,2.49907,2.49974,2.49954,2.50082,2.50096,2.5004,0.000114373,18.9718,19.9198,21.6277,22.7782,23.6659,24.2824,23.8481,24.8426,28.5338,27.4743,22,18,28,25,25,19,21,17,35,22
509.29,0.906209,0.00374255,8,255,0,-502.512,2.50046,2.49982,2.50038,2.49896,2.50076,2.49991,2.5005,2.50007,2.49915,2.49879,0.000103634,18.1887,19.0191,20.519,21.4769,22.2712,22.763,22.4112,23.2194,26.2971,25.4144,12,18,15,21,18,19,23,21,24,21
507.301,0.95002,0.00374255,8,255,0,-503.778,2.49912,2.49862,2.50048,2.49883,2.50148,2.4997,2.49966,2.50099,2.50005,2.49994,9.76962e-05,17.7523,18.5174,19.9175,20.7864,21.5308,21.9574,21.6244,22.3977,25.1843,24.3923,15,24,11,17,18,26,15,22,24,22
