# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code2_model
# start_datetime = 2023-04-16 10:06:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /tmp/tmphq3csp0a/8walc1ce.json
# init = 2 (Default)
# random
#   seed = 44886
# output
#   file = /home/lab5/output/code2-20230416100655_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
# Adaptation terminated
# Step size = 0.00171646
# Diagonal elements of inverse mass matrix:
# 0.133763, 4.7591e-05
503.731,0.999575,0.00171646,3,7,0,-503.73,1.89989,0.000205671,14.7966,16.1881,18.7989,20.6388,22.1018,23.1201,22.3901,24.0415,30.8347,28.8351,8,15,19,21,24,22,18,31,33,30
503.725,0.997013,0.00171646,3,7,0,-503.711,1.90015,0.00020435,14.725,16.1005,18.6792,20.4951,21.9383,22.9424,22.2226,23.8507,30.5412,28.5729,17,16,24,23,21,28,31,29,33,39
503.562,0.948357,0.00171646,2,3,0,-503.5,1.89998,0.000212028,15.1658,16.6382,19.4111,21.3725,22.9361,24.0262,23.2445,25.0139,32.3297,30.1705,16,14,26,17,29,36,21,20,32,30
503.335,0.929806,0.00171646,2,7,0,-502.49,1.90081,0.000200703,14.5287,15.8605,18.3521,20.1029,21.4924,22.4581,21.7659,23.3311,29.7443,27.8605,12,16,18,23,23,25,21,24,34,37
503.209,0.981187,0.00171646,1,1,0,-503.185,1.90091,0.000199789,14.479,15.8,18.2699,20.0045,21.3807,22.3369,21.6515,23.2012,29.546,27.6829,15,22,12,22,14,31,24,28,31,24
502.381,0.973773,0.00171646,2,7,0,-502.307,1.89845,0.000211232,15.0961,16.5559,19.3039,21.2468,22.7951,23.8744,23.1005,24.8521,32.0896,29.9542,13,8,18,23,23,11,23,29,29,37
503.202,1,0.00171646,2,3,0,-502.291,1.89927,0.000197626,14.3349,15.628,18.0426,19.7363,21.0788,22.0111,21.3429,22.8534,29.027,27.2158,16,12,21,16,19,20,31,18,36,14
503.412,0.996614,0.00171646,2,7,0,-503.099,1.9001,0.000214291,15.3009,16.8029,19.6356,21.6419,23.2427,24.3595,23.5586,25.3717,32.8821,30.6634,19,24,21,21,23,18,29,31,29,21
502.412,0.812684,0.00171646,1,3,0,-502.235,1.89968,0.000222844,15.8082,17.4251,20.4897,22.6711,24.4175,25.6387,24.7627,26.7476,35.0258,32.5715,14,15,19,23,28,29,26,29,30,25
502.364,0.956596,0.00171646,2,3,0,-501.311,1.89843,0.00020033,14.4733,15.7975,18.2742,20.0141,21.3948,22.3543,21.6665,23.2216,29.5913,27.7206,13,17,18,11,15,26,24,15,20,29
500.869,0.676146,0.00171646,2,3,0,-498.82,1.89959,0.000230904,16.3066,18.0379,21.3349,23.6928,25.5865,26.9136,25.9614,28.1206,37.1847,34.4884,13,11,20,16,20,26,28,31,49,32
