# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code4_model
# start_datetime = 2023-04-16 11:30:46 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/tmphq3csp0a/lzzwn10c.json
# init = 2 (Default)
# random
#   seed = 88327
# output
#   file = /home/lab5/output/code4-20230416113046_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa.1,alfa.2,alfa.3,alfa.4,alfa.5,alfa.6,alfa.7,alfa.8,alfa.9,alfa.10,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,accidents_number.1,accidents_number.2,accidents_number.3,accidents_number.4,accidents_number.5,accidents_number.6,accidents_number.7,accidents_number.8,accidents_number.9,accidents_number.10
# Adaptation terminated
# Step size = 0.00148824
# Diagonal elements of inverse mass matrix:
# 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 9.90099e-06, 5.05361e-05
-3.22353e+07,0.888,0.00148824,2,3,0,3.2236e+07,-0.876766,-0.0997247,-1.71842,0.515143,0.0372271,-0.54261,-1.37115,-1.246,0.92064,0.460007,0.000464798,2.50615,6.67857,1.85544,21.3852,15.4802,9.59761,3.898,5.18844,79.478,43.0914,2,9,2,27,25,6,2,5,78,42
-3.22346e+07,1,0.00148824,1,1,0,3.22353e+07,-0.876733,-0.0997043,-1.71838,0.515155,0.0372528,-0.542579,-1.37112,-1.24597,0.920646,0.460026,0.00046414,2.49987,6.65985,1.84939,21.3085,15.4215,9.5599,3.8831,5.16743,79.0909,42.8913,1,9,4,26,11,11,5,2,79,34
-3.22318e+07,0.900606,0.00148824,2,3,0,3.22346e+07,-0.876607,-0.0995954,-1.71821,0.515219,0.0373417,-0.542473,-1.37098,-1.24582,0.920683,0.460091,0.000465482,2.51318,6.69911,1.86221,21.4671,15.5436,9.63861,3.91439,5.2115,79.8865,43.305,1,8,0,11,16,12,6,4,76,44
-3.2229e+07,0.869056,0.00148824,2,3,0,3.22318e+07,-0.876481,-0.0995055,-1.71805,0.515286,0.0374275,-0.542369,-1.37083,-1.2457,0.920752,0.460165,0.000438132,2.26149,5.95639,1.62327,18.48,13.2597,8.17339,3.33369,4.39646,65.1955,35.658,1,3,1,18,11,9,4,3,69,42
-3.22179e+07,0.923368,0.00148824,3,7,0,3.2229e+07,-0.875978,-0.0991441,-1.7174,0.51553,0.0377471,-0.541924,-1.37026,-1.24512,0.92097,0.460394,0.000448251,2.35282,6.22352,1.70909,19.5386,14.0677,8.69175,3.53995,4.6849,70.3034,38.3254,4,6,4,22,15,12,4,2,68,32
-3.22151e+07,0.957225,0.00148824,2,3,0,3.22179e+07,-0.875855,-0.0990545,-1.71724,0.515607,0.0378373,-0.541816,-1.37011,-1.24498,0.921025,0.460463,0.000467236,2.53217,6.75349,1.88053,21.683,15.7108,9.74757,3.95839,5.27313,80.9627,43.8646,1,5,3,21,16,3,5,6,77,61
-3.22151e+07,0.538484,0.00148824,1,1,0,3.22151e+07,-0.875855,-0.0990545,-1.71724,0.515607,0.0378373,-0.541816,-1.37011,-1.24498,0.921025,0.460463,0.000467236,2.53217,6.75349,1.88053,21.683,15.7108,9.74757,3.95839,5.27313,80.9627,43.8646,3,6,3,26,19,10,4,4,79,52
-3.22122e+07,1,0.00148824,2,3,0,3.22151e+07,-0.875725,-0.0989623,-1.71708,0.515673,0.037916,-0.541711,-1.36995,-1.24484,0.921068,0.460543,0.000450832,2.377,6.29411,1.73196,19.8198,14.2827,8.83002,3.59515,4.76207,71.6721,39.0407,2,10,2,22,11,5,4,2,82,46
-3.22116e+07,0.961745,0.00148824,1,1,0,3.22122e+07,-0.875691,-0.0989402,-1.71704,0.515693,0.037935,-0.541682,-1.36993,-1.24482,0.92108,0.460563,0.000447482,2.34652,6.20424,1.70311,19.4597,14.0076,8.65363,3.52516,4.66397,69.9105,38.1231,0,7,4,27,13,7,5,3,84,30
-3.22109e+07,0.930657,0.00148824,2,3,0,3.22116e+07,-0.87566,-0.0989183,-1.71699,0.515709,0.0379551,-0.541656,-1.3699,-1.24478,0.921092,0.460574,0.000460895,2.47138,6.57273,1.82198,20.9444,15.1439,9.38322,3.81438,5.07012,77.2405,41.9364,1,5,3,24,17,8,6,5,82,44
