# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code2_model
# start_datetime = 2023-04-16 11:24:39 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /tmp/tmphq3csp0a/swep1uh1.json
# init = 2 (Default)
# random
#   seed = 7856
# output
#   file = /home/lab5/output/code2-20230416112439_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,accidents_number.1,accidents_number.2,accidents_number.3,accidents_number.4,accidents_number.5,accidents_number.6,accidents_number.7,accidents_number.8,accidents_number.9,accidents_number.10
# Adaptation terminated
# Step size = 7.86867e-20
# Diagonal elements of inverse mass matrix:
# 9.90099e-06, 5.07488e-05
-1.21463e+30,1,7.86867e-20,1,1,0,1.21464e+30,-1.67976,0.00953963,1.88339e+15,1.21741e+17,1.25142e+20,9.51328e+21,2.28009e+23,1.84193e+24,4.15875e+23,1.12835e+25,1.16275e+30,5.18639e+28,0,0,0,0,0,0,0,0,0,0
-1.21458e+30,1,7.86867e-20,2,3,0,1.21463e+30,-1.67976,0.00953963,1.88335e+15,1.21738e+17,1.25139e+20,9.51299e+21,2.28002e+23,1.84186e+24,4.15861e+23,1.12831e+25,1.1627e+30,5.18618e+28,0,0,0,0,0,0,0,0,0,0
-1.21456e+30,1,7.86867e-20,1,1,0,1.21458e+30,-1.67976,0.00953963,1.88334e+15,1.21737e+17,1.25138e+20,9.51291e+21,2.28e+23,1.84185e+24,4.15857e+23,1.1283e+25,1.16269e+30,5.18613e+28,0,0,0,0,0,0,0,0,0,0
-1.21455e+30,1,7.86867e-20,1,1,0,1.21456e+30,-1.67976,0.00953963,1.88333e+15,1.21736e+17,1.25137e+20,9.51284e+21,2.27998e+23,1.84183e+24,4.15854e+23,1.12829e+25,1.16268e+30,5.18608e+28,0,0,0,0,0,0,0,0,0,0
-1.21435e+30,1,7.86867e-20,3,7,0,1.21455e+30,-1.67976,0.0095396,1.88316e+15,1.21724e+17,1.25123e+20,9.51166e+21,2.27968e+23,1.84158e+24,4.15799e+23,1.12813e+25,1.16248e+30,5.18524e+28,0,0,0,0,0,0,0,0,0,0
-1.21434e+30,1,7.86867e-20,1,1,0,1.21435e+30,-1.67976,0.0095396,1.88315e+15,1.21723e+17,1.25122e+20,9.51158e+21,2.27966e+23,1.84156e+24,4.15795e+23,1.12812e+25,1.16247e+30,5.18519e+28,0,0,0,0,0,0,0,0,0,0
